,facet,anchor,stem_text,cosine_similarity,drift_flag,length_flag
315,Synthesising,I combine ideas into new concepts.,I weave ideas into new concepts.,0.9025008,0,0
316,Synthesising,I combine ideas into new concepts.,I assemble ideas into new thoughts.,0.7542703,0,0
317,Synthesising,I combine ideas into new concepts.,I blend ideas to come up with new concepts.,0.8861643,0,0
318,Synthesising,I combine ideas into new concepts.,I put together ideas to create new concepts.,0.9028865,0,0
319,Synthesising,I combine ideas into new concepts.,I construct new concepts from various ideas.,0.85443044,0,0
320,Synthesising,I combine ideas into new concepts.,I design new concepts by linking ideas.,0.82038057,0,0
321,Synthesising,I combine ideas into new concepts.,I synthesize ideas into new concepts.,0.8758155,0,0
322,Synthesising,I combine ideas into new concepts.,I formulate new concepts by combining ideas.,0.911175,0,0
323,Synthesising,I combine ideas into new concepts.,I invent new concepts by joining ideas.,0.81828016,0,0
324,Synthesising,I combine ideas into new concepts.,I craft new concepts from mixed ideas.,0.8194856,0,0
325,Synthesising,I combine ideas into new concepts.,I shape fresh concepts by uniting ideas.,0.85505724,0,0
326,Synthesising,I combine ideas into new concepts.,I produce new concepts by assembling ideas.,0.8192493,0,0
327,Synthesising,I combine ideas into new concepts.,I evolve ideas into new concepts.,0.82160497,0,0
328,Synthesising,I combine ideas into new concepts.,I make new concepts by combining different ideas.,0.9300423,0,0
329,Synthesising,I combine ideas into new concepts.,I develop fresh concepts by uniting ideas.,0.84634674,0,0
330,Synthesising,I combine ideas into new concepts.,I compose new concepts by merging ideas.,0.9047079,0,0
331,Synthesising,I combine ideas into new concepts.,I transform ideas into new concepts.,0.8881947,0,0
332,Synthesising,I combine ideas into new concepts.,I generate new concepts by fusing ideas.,0.79909074,0,0
333,Synthesising,I combine ideas into new concepts.,I form new concepts by integrating various ideas.,0.82575583,0,0
334,Achievement Focus,I aim for challenging goals.,I set ambitious targets for myself.,0.614074,1,0
335,Achievement Focus,I aim for challenging goals.,I strive to achieve difficult objectives.,0.72353745,1,0
336,Achievement Focus,I aim for challenging goals.,I work towards challenging aims.,0.80975497,0,0
337,Achievement Focus,I aim for challenging goals.,I focus on reaching high goals.,0.78121674,0,0
338,Achievement Focus,I aim for challenging goals.,I pursue tough targets in my life.,0.6612061,1,0
339,Achievement Focus,I aim for challenging goals.,I aim for demanding objectives.,0.720478,1,0
340,Achievement Focus,I aim for challenging goals.,I seek to accomplish challenging tasks.,0.68280613,1,0
341,Achievement Focus,I aim for challenging goals.,I go after ambitious goals.,0.703415,1,0
342,Achievement Focus,I aim for challenging goals.,I try to achieve significant targets.,0.67816335,1,0
343,Achievement Focus,I aim for challenging goals.,I aim to reach difficult goals.,0.9053871,0,0
344,Achievement Focus,I aim for challenging goals.,I pursue lofty objectives.,0.58799726,1,0
345,Achievement Focus,I aim for challenging goals.,I set high standards for my goals.,0.63143116,1,0
346,Achievement Focus,I aim for challenging goals.,I challenge myself with ambitious aims.,0.79030365,0,0
347,Achievement Focus,I aim for challenging goals.,I target difficult achievements.,0.60371554,1,0
348,Achievement Focus,I aim for challenging goals.,I work hard to reach challenging goals.,0.82901776,0,0
349,Achievement Focus,I aim for challenging goals.,I focus on ambitious targets.,0.7057881,1,0
350,Achievement Focus,I aim for challenging goals.,I strive for high achievements.,0.62424916,1,0
351,Achievement Focus,I aim for challenging goals.,I aim to accomplish tough objectives.,0.79860264,0,0
352,Achievement Focus,I aim for challenging goals.,I pursue challenging goals with determination.,0.8169452,0,0
353,Achievement Focus,I aim for challenging goals.,I set demanding goals for myself.,0.691288,1,0
354,Achievement Focus,I aim for challenging goals.,I strive for goals that challenge me.,0.8955317,0,0
355,Achievement Focus,I aim for challenging goals.,I aim to achieve ambitious objectives.,0.7574204,0,0
356,Achievement Focus,I aim for challenging goals.,I work towards tough achievements.,0.63319933,1,0
357,Achievement Focus,I aim for challenging goals.,I pursue significant goals.,0.68548346,1,0
358,Achievement Focus,I aim for challenging goals.,I focus on achieving demanding targets.,0.67143226,1,0
359,Achievement Focus,I aim for challenging goals.,I target ambitious accomplishments.,0.69515157,1,0
360,Achievement Focus,I aim for challenging goals.,I set my sights on challenging objectives.,0.7129077,1,0
361,Achievement Focus,I aim for challenging goals.,I aim high with my goals.,0.80086595,0,0
362,Discipline,I stick to a task until done.,I complete tasks once I start them.,0.71762085,1,0
363,Discipline,I stick to a task until done.,I work on tasks until they are finished.,0.79579043,0,0
364,Discipline,I stick to a task until done.,I make sure to finish what I begin.,0.6329862,1,0
365,Discipline,I stick to a task until done.,I keep going until my work is done.,0.7464997,1,0
366,Discipline,I stick to a task until done.,I stay focused on a task until it's complete.,0.8069439,0,0
367,Discipline,I stick to a task until done.,I continue working on a task until I finish it.,0.8614874,0,0
368,Discipline,I stick to a task until done.,I don't stop a task until it's done.,0.8388817,0,0
369,Discipline,I stick to a task until done.,I always see my tasks through to the end.,0.71072817,1,0
370,Discipline,I stick to a task until done.,I remain committed to finishing a task.,0.7694518,0,0
371,Discipline,I stick to a task until done.,I carry on with a task until I complete it.,0.81823194,0,0
372,Discipline,I stick to a task until done.,I follow through with tasks until they are completed.,0.7491474,1,0
373,Discipline,I stick to a task until done.,I dedicate myself to finishing tasks I start.,0.73288023,1,0
374,Discipline,I stick to a task until done.,I finish what I start without stopping.,0.634053,1,0
375,Discipline,I stick to a task until done.,I stay on track with tasks until they are done.,0.814902,0,0
376,Discipline,I stick to a task until done.,I persist with my work until it's finished.,0.73290825,1,0
377,Discipline,I stick to a task until done.,I ensure I complete tasks I begin.,0.7346278,1,0
378,Discipline,I stick to a task until done.,I maintain my focus on tasks until they are done.,0.7820785,0,0
379,Discipline,I stick to a task until done.,I finish tasks I start without giving up.,0.71369994,1,0
380,Discipline,I stick to a task until done.,I keep working on a task until it is completed.,0.8482125,0,0
381,Discipline,I stick to a task until done.,I make sure to finish tasks I begin.,0.7834575,0,0
382,Discipline,I stick to a task until done.,I continue with tasks until they are complete.,0.8342316,0,0
383,Discipline,I stick to a task until done.,I see my tasks through until they are finished.,0.7426888,1,0
384,Discipline,I stick to a task until done.,I stick with a task until it's completed.,0.9112544,0,0
385,Discipline,I stick to a task until done.,I focus on my tasks until they are finished.,0.8078433,0,0
386,Discipline,I stick to a task until done.,I pursue my tasks until they are done.,0.81270766,0,0
387,Discipline,I stick to a task until done.,I follow through on tasks until they are finished.,0.8077263,0,0
388,Discipline,I stick to a task until done.,I work until my tasks are complete.,0.7669938,0,0
389,Discipline,I stick to a task until done.,I remain focused on my tasks until they are done.,0.7809534,0,0
390,Adaptable Execution,I adjust plans when things change.,I change my plans if situations are different.,0.7503265,0,0
391,Adaptable Execution,I adjust plans when things change.,I make new plans when events are not as expected.,0.6833092,1,0
392,Adaptable Execution,I adjust plans when things change.,I modify my plans when circumstances alter.,0.77492106,0,0
393,Adaptable Execution,I adjust plans when things change.,I adapt my schedule when things are not the same.,0.64339423,1,0
394,Adaptable Execution,I adjust plans when things change.,I rearrange my plans if conditions vary.,0.687518,1,0
395,Adaptable Execution,I adjust plans when things change.,I change my arrangements when situations shift.,0.63475,1,0
396,Adaptable Execution,I adjust plans when things change.,I adjust my schedule when events change.,0.65674275,1,0
397,Adaptable Execution,I adjust plans when things change.,I alter my plans when things are different.,0.8356316,0,0
398,Adaptable Execution,I adjust plans when things change.,I revise my plans if circumstances change.,0.7732414,0,0
399,Adaptable Execution,I adjust plans when things change.,I update my plans when needed.,0.6888865,1,0
400,Adaptable Execution,I adjust plans when things change.,I make adjustments to my plans when required.,0.80835557,0,0
401,Adaptable Execution,I adjust plans when things change.,I develop new plans when needed.,0.71727026,1,0
402,Adaptable Execution,I adjust plans when things change.,I transform my plans when situations require it.,0.73351026,1,0
403,Adaptable Execution,I adjust plans when things change.,I switch my plans when necessary.,0.7421758,1,0
404,Adaptable Execution,I adjust plans when things change.,I reorganize my plans when things are not as planned.,0.80248487,0,0
405,Adaptable Execution,I adjust plans when things change.,I customize my plans when situations change.,0.838184,0,0
406,Adaptable Execution,I adjust plans when things change.,I reshape my plans when needed.,0.7187968,1,0
407,Adaptable Execution,I adjust plans when things change.,I edit my plans if things differ.,0.78493774,0,0
408,Adaptable Execution,I adjust plans when things change.,I rework my plans when conditions are different.,0.74704593,1,0
409,Adaptable Execution,I adjust plans when things change.,I revise my schedule when situations demand it.,0.5971753,1,0
410,Adaptable Execution,I adjust plans when things change.,I change my approach if circumstances alter.,0.50197256,1,0
411,Adaptable Execution,I adjust plans when things change.,I shift my plans when necessary.,0.7496108,1,0
412,Adaptable Execution,I adjust plans when things change.,I tweak my plans when events are different.,0.7320814,1,0
413,Adaptable Execution,I adjust plans when things change.,I modify my approach when needed.,0.45842493,1,0
414,Adaptable Execution,I adjust plans when things change.,I adapt my plans to new situations.,0.72480375,1,0
415,Adaptable Execution,I adjust plans when things change.,I adjust my plans according to changes.,0.9133532,0,0
416,Adaptable Execution,I adjust plans when things change.,I fit my plans to new circumstances.,0.5789286,1,0
417,Adaptable Execution,I adjust plans when things change.,I tailor my plans when things change.,0.8500579,0,0
418,Resilience,I bounce back after setbacks.,I recover quickly after challenges.,0.5066594,1,0
419,Resilience,I bounce back after setbacks.,I handle difficulties and move forward.,0.34435588,1,0
420,Resilience,I bounce back after setbacks.,I get back on track after problems.,0.58912337,1,0
421,Resilience,I bounce back after setbacks.,I deal with setbacks and keep going.,0.7169603,1,0
422,Resilience,I bounce back after setbacks.,I overcome obstacles and continue.,0.35660332,1,0
423,Resilience,I bounce back after setbacks.,I move past setbacks efficiently.,0.7124224,1,0
424,Resilience,I bounce back after setbacks.,I regain my balance after difficulties.,0.47031918,1,0
425,Resilience,I bounce back after setbacks.,I cope well with setbacks.,0.67661196,1,0
426,Resilience,I bounce back after setbacks.,I adjust after encountering problems.,0.41528246,1,0
427,Resilience,I bounce back after setbacks.,I manage to recover after setbacks.,0.7913004,0,0
428,Resilience,I bounce back after setbacks.,I adapt to challenges and progress.,0.33296978,1,0
429,Resilience,I bounce back after setbacks.,I face obstacles and bounce back.,0.55405474,1,0
430,Resilience,I bounce back after setbacks.,I return to my path after disruptions.,0.4910641,1,0
431,Resilience,I bounce back after setbacks.,I handle challenges and keep progressing.,0.3482052,1,0
432,Resilience,I bounce back after setbacks.,I bounce back from difficulties easily.,0.6450726,1,0
433,Resilience,I bounce back after setbacks.,I get back on my feet after setbacks.,0.73986447,1,0
434,Resilience,I bounce back after setbacks.,I come through challenges with resilience.,0.33490807,1,0
435,Resilience,I bounce back after setbacks.,I recover from setbacks effectively.,0.7906395,0,0
436,Resilience,I bounce back after setbacks.,I regain my strength after problems.,0.4531595,1,0
437,Resilience,I bounce back after setbacks.,I quickly find my way after setbacks.,0.6673677,1,0
438,Resilience,I bounce back after setbacks.,I smoothly navigate past difficulties.,0.32172516,1,0
439,Resilience,I bounce back after setbacks.,I respond well to challenges.,0.32693,1,0
440,Resilience,I bounce back after setbacks.,I swiftly recover from obstacles.,0.4342703,1,0
441,Resilience,I bounce back after setbacks.,I rise above challenges and continue.,0.34231806,1,0
442,Resilience,I bounce back after setbacks.,I efficiently recover from disruptions.,0.48080873,1,0
443,Resilience,I bounce back after setbacks.,I find my footing after setbacks.,0.62092406,1,0
444,Resilience,I bounce back after setbacks.,I navigate obstacles and keep moving.,0.31151193,1,0
445,Resilience,I bounce back after setbacks.,I remain resilient after challenges.,0.40179285,1,0
446,Initiative,I act without being told.,I take the initiative when needed.,0.32711768,1,0
447,Initiative,I act without being told.,I do things on my own.,0.31434894,1,0
448,Initiative,I act without being told.,I make decisions by myself.,0.3368321,1,0
449,Initiative,I act without being told.,I start tasks without being asked.,0.42853498,1,0
450,Initiative,I act without being told.,I handle things on my own.,0.31014228,1,0
451,Initiative,I act without being told.,I begin work without waiting for instructions.,0.29819122,1,0
452,Initiative,I act without being told.,I take action independently.,0.5335194,1,0
453,Initiative,I act without being told.,I do what needs to be done.,0.37449348,1,0
454,Initiative,I act without being told.,I act on my own judgment.,0.6007857,1,0
455,Initiative,I act without being told.,I complete tasks without reminders.,0.34157115,1,0
456,Initiative,I act without being told.,I initiate actions myself.,0.6193559,1,0
457,Initiative,I act without being told.,I get things done without direction.,0.30913603,1,0
458,Initiative,I act without being told.,I manage my duties independently.,0.2689317,1,0
459,Initiative,I act without being told.,I perform tasks without guidance.,0.4792692,1,0
460,Initiative,I act without being told.,I proceed without being prompted.,0.4424523,1,0
461,Initiative,I act without being told.,I handle responsibilities without being told.,0.65407,1,0
462,Initiative,I act without being told.,I tackle tasks on my own.,0.2645557,1,0
463,Initiative,I act without being told.,I address issues without needing direction.,0.21642958,1,0
464,Initiative,I act without being told.,I function independently in my work.,0.28255382,1,0
465,Initiative,I act without being told.,I move forward without waiting for orders.,0.35490745,1,0
466,Initiative,I act without being told.,I act based on my own initiative.,0.5573691,1,0
467,Initiative,I act without being told.,I engage in activities without being instructed.,0.5955366,1,0
468,Initiative,I act without being told.,I undertake tasks without supervision.,0.44193465,1,0
469,Initiative,I act without being told.,I begin projects on my own.,0.08708643,1,0
470,Initiative,I act without being told.,I get started without external motivation.,0.16580802,1,0
471,Initiative,I act without being told.,I push forward without needing a reminder.,0.34994856,1,0
472,Initiative,I act without being told.,I manage my work without waiting for approval.,0.26946414,1,0
473,Initiative,I act without being told.,I carry out tasks independently.,0.25864777,1,0
474,Efficiency,I finish tasks in less time.,I complete my work quickly.,0.6746496,1,0
475,Efficiency,I finish tasks in less time.,I get my assignments done faster.,0.58332914,1,0
476,Efficiency,I finish tasks in less time.,I finish my tasks promptly.,0.8478585,0,0
477,Efficiency,I finish tasks in less time.,I complete tasks in a short time.,0.8806289,0,0
478,Efficiency,I finish tasks in less time.,I do my work in less time.,0.8172699,0,0
479,Efficiency,I finish tasks in less time.,I complete my duties swiftly.,0.57379085,1,0
480,Efficiency,I finish tasks in less time.,I handle tasks in a short period.,0.7988119,0,0
481,Efficiency,I finish tasks in less time.,I finish my projects quickly.,0.7286438,1,0
482,Efficiency,I finish tasks in less time.,I manage to complete tasks fast.,0.79280066,0,0
483,Efficiency,I finish tasks in less time.,I wrap up my work quickly.,0.6238396,1,0
484,Efficiency,I finish tasks in less time.,I get my jobs done in less time.,0.7795494,0,0
485,Efficiency,I finish tasks in less time.,I accomplish my tasks with speed.,0.6688396,1,0
486,Efficiency,I finish tasks in less time.,I perform my duties promptly.,0.58247,1,0
487,Efficiency,I finish tasks in less time.,I finish my work in a short time.,0.7830336,0,0
488,Efficiency,I finish tasks in less time.,I conclude tasks faster than expected.,0.66211826,1,0
489,Efficiency,I finish tasks in less time.,I handle my work efficiently.,0.6440736,1,0
490,Efficiency,I finish tasks in less time.,I finish my assignments quickly.,0.6679009,1,0
491,Efficiency,I finish tasks in less time.,I get things done swiftly.,0.5586128,1,0
492,Efficiency,I finish tasks in less time.,I complete my tasks in a brief time.,0.8102219,0,0
493,Efficiency,I finish tasks in less time.,I accomplish my projects in less time.,0.7905719,0,0
494,Efficiency,I finish tasks in less time.,I work through tasks quickly.,0.77828515,0,0
495,Efficiency,I finish tasks in less time.,I complete my jobs speedily.,0.65028185,1,0
496,Efficiency,I finish tasks in less time.,I finish duties in a shorter time.,0.8047493,0,0
497,Efficiency,I finish tasks in less time.,I manage my tasks efficiently.,0.7139157,1,0
498,Efficiency,I finish tasks in less time.,I carry out work swiftly.,0.5802462,1,0
499,Efficiency,I finish tasks in less time.,I conclude my work in less time.,0.7705076,0,0
500,Efficiency,I finish tasks in less time.,I perform tasks in a short time.,0.8446021,0,0
501,Efficiency,I finish tasks in less time.,I handle assignments promptly.,0.570246,1,0
502,Responsibility,I own the outcomes of my work.,I take responsibility for the results of my work.,0.70456123,1,0
503,Responsibility,I own the outcomes of my work.,The outcomes of my work are my responsibility.,0.7759862,0,0
504,Responsibility,I own the outcomes of my work.,I am accountable for the outcomes of my work.,0.71765053,1,0
505,Responsibility,I own the outcomes of my work.,I am in charge of the results of my work.,0.6644688,1,0
506,Responsibility,I own the outcomes of my work.,I accept the results of my work as my own.,0.75333583,0,0
507,Responsibility,I own the outcomes of my work.,The results of my work are my responsibility.,0.68582016,1,0
508,Responsibility,I own the outcomes of my work.,I am responsible for the outcomes of my work.,0.8038409,0,0
509,Responsibility,I own the outcomes of my work.,I hold myself accountable for the results of my work.,0.67908424,1,0
510,Responsibility,I own the outcomes of my work.,I manage the outcomes of my work.,0.82618636,0,0
511,Responsibility,I own the outcomes of my work.,I ensure that the results of my work are my responsibility.,0.6926363,1,0
512,Responsibility,I own the outcomes of my work.,I take charge of the outcomes from my work.,0.80530167,0,0
513,Responsibility,I own the outcomes of my work.,I take ownership of the results of my work.,0.7807944,0,0
514,Responsibility,I own the outcomes of my work.,I claim the outcomes of my work as my own.,0.8881006,0,0
515,Responsibility,I own the outcomes of my work.,I am responsible for what comes from my work.,0.63973296,1,0
516,Responsibility,I own the outcomes of my work.,The results of my work belong to me.,0.67413366,1,0
517,Responsibility,I own the outcomes of my work.,I control the outcomes of my work.,0.82020956,0,0
518,Responsibility,I own the outcomes of my work.,I own the results that come from my work.,0.7179252,1,0
519,Responsibility,I own the outcomes of my work.,I am the owner of my work outcomes.,0.8786208,0,0
520,Responsibility,I own the outcomes of my work.,I assume responsibility for my work results.,0.6692513,1,0
521,Responsibility,I own the outcomes of my work.,I am in charge of the outcomes of my work.,0.7973624,0,0
522,Responsibility,I own the outcomes of my work.,I accept the responsibility for my work results.,0.7050864,1,0
523,Responsibility,I own the outcomes of my work.,I acknowledge the results of my work as mine.,0.57360876,1,0
524,Responsibility,I own the outcomes of my work.,I am responsible for the consequences of my work.,0.64350677,1,0
525,Responsibility,I own the outcomes of my work.,I take care of what comes from my work.,0.59600955,1,0
526,Responsibility,I own the outcomes of my work.,I am the one in charge of my work's outcomes.,0.82067037,0,0
527,Responsibility,I own the outcomes of my work.,I am liable for the results of my work.,0.6467266,1,0
528,Responsibility,I own the outcomes of my work.,I own the consequences of my work.,0.7733255,0,0
529,Responsibility,I own the outcomes of my work.,The outcomes of my work are under my control.,0.7136709,1,0
530,Ethics,I act according to my values.,I live by my principles.,0.54425454,1,0
531,Ethics,I act according to my values.,I make choices that match my beliefs.,0.46827504,1,0
532,Ethics,I act according to my values.,I follow my personal values in life.,0.7296567,1,0
533,Ethics,I act according to my values.,I decide based on my core values.,0.54345196,1,0
534,Ethics,I act according to my values.,I align my actions with what I believe.,0.6169944,1,0
535,Ethics,I act according to my values.,I do things according to my own values.,0.8058685,0,0
536,Ethics,I act according to my values.,I act in line with my beliefs.,0.6119157,1,0
537,Ethics,I act according to my values.,I behave in a way that reflects my values.,0.84139824,0,0
538,Ethics,I act according to my values.,I choose actions that fit my values.,0.7560731,0,0
539,Ethics,I act according to my values.,I live in a way that represents my beliefs.,0.43965387,1,0
540,Ethics,I act according to my values.,I stick to my values in daily life.,0.6736861,1,0
541,Ethics,I act according to my values.,I follow what I believe is right.,0.45535207,1,0
542,Ethics,I act according to my values.,I let my values guide my decisions.,0.6533276,1,0
543,Ethics,I act according to my values.,I act in accordance with my principles.,0.7394293,1,0
544,Ethics,I act according to my values.,I make sure my actions reflect my values.,0.75827813,0,0
545,Ethics,I act according to my values.,I stay true to my values in my actions.,0.7812513,0,0
546,Ethics,I act according to my values.,I adhere to my personal values.,0.6904689,1,0
547,Ethics,I act according to my values.,I make decisions based on my beliefs.,0.5533502,1,0
548,Ethics,I act according to my values.,I act in a way that matches my values.,0.91350293,0,0
549,Ethics,I act according to my values.,I practice what I believe is important.,0.49044374,1,0
550,Ethics,I act according to my values.,I live according to my set of values.,0.66997486,1,0
551,Ethics,I act according to my values.,I follow my values in everything I do.,0.7723203,0,0
552,Ethics,I act according to my values.,I ensure my actions are guided by my values.,0.7566662,0,0
553,Ethics,I act according to my values.,I base my actions on my principles.,0.62324667,1,0
554,Ethics,I act according to my values.,I act consistently with my values.,0.9028177,0,0
555,Ethics,I act according to my values.,I operate according to what I believe.,0.47417638,1,0
556,Ethics,I act according to my values.,I align my behavior with my values.,0.6258395,1,0
557,Ethics,I act according to my values.,I let my values shape my actions.,0.7196963,1,0
558,Reliability,I deliver on time consistently.,I always meet my deadlines.,0.53274214,1,0
559,Reliability,I deliver on time consistently.,I make sure to complete my work on time.,0.48087773,1,0
560,Reliability,I deliver on time consistently.,I am punctual with my deliveries.,0.63049215,1,0
561,Reliability,I deliver on time consistently.,I ensure my tasks are done by the deadline.,0.48613638,1,0
562,Reliability,I deliver on time consistently.,I regularly finish my assignments on schedule.,0.4491997,1,0
563,Reliability,I deliver on time consistently.,I consistently meet my timelines.,0.46737427,1,0
564,Reliability,I deliver on time consistently.,I reliably deliver my projects on time.,0.68137765,1,0
565,Reliability,I deliver on time consistently.,I finish my work promptly every time.,0.5080203,1,0
566,Reliability,I deliver on time consistently.,I stick to my deadlines without fail.,0.54027045,1,0
567,Reliability,I deliver on time consistently.,I am dependable with my on-time deliveries.,0.6678214,1,0
568,Reliability,I deliver on time consistently.,I always complete my tasks when expected.,0.49667397,1,0
569,Reliability,I deliver on time consistently.,I make sure my work is done on time.,0.47404435,1,0
570,Reliability,I deliver on time consistently.,I am consistent in delivering my work punctually.,0.660241,1,0
571,Reliability,I deliver on time consistently.,I finish my assignments when I am supposed to.,0.372559,1,0
572,Reliability,I deliver on time consistently.,I make it a point to deliver promptly.,0.67151713,1,0
573,Reliability,I deliver on time consistently.,I regularly have my tasks completed by the deadline.,0.45484653,1,0
574,Reliability,I deliver on time consistently.,I am timely with my work completion.,0.5536494,1,0
575,Reliability,I deliver on time consistently.,I ensure I do my work within the set time.,0.53854895,1,0
576,Reliability,I deliver on time consistently.,I always hand in my work on time.,0.58372074,1,0
577,Reliability,I deliver on time consistently.,I manage to meet my deadlines consistently.,0.6126862,1,0
578,Reliability,I deliver on time consistently.,I get my tasks done by the expected time.,0.55090964,1,0
579,Reliability,I deliver on time consistently.,I am consistent in meeting my deadlines.,0.57331157,1,0
580,Reliability,I deliver on time consistently.,I always complete my tasks within the given time frame.,0.5427099,1,0
581,Reliability,I deliver on time consistently.,I regularly deliver my work on schedule.,0.717128,1,0
582,Reliability,I deliver on time consistently.,I make sure my deadlines are always met.,0.51066875,1,0
583,Reliability,I deliver on time consistently.,I consistently finish my work on time.,0.6862351,1,0
584,Reliability,I deliver on time consistently.,I always have my assignments ready by the deadline.,0.4313025,1,0
585,Patience,I stay calm when waiting.,I am patient while I wait.,0.71853197,1,0
586,Patience,I stay calm when waiting.,I maintain my composure when I have to wait.,0.8231361,0,0
587,Patience,I stay calm when waiting.,I feel relaxed during waiting periods.,0.70217335,1,0
588,Patience,I stay calm when waiting.,I remain calm when I'm waiting.,0.9645136,0,0
589,Patience,I stay calm when waiting.,I handle waiting with ease.,0.71482056,1,0
590,Patience,I stay calm when waiting.,I don't get stressed while waiting.,0.77930814,0,0
591,Patience,I stay calm when waiting.,I keep my cool when I'm waiting.,0.7225526,1,0
592,Patience,I stay calm when waiting.,I am at ease when I have to wait.,0.6510139,1,0
593,Patience,I stay calm when waiting.,I stay composed when it's time to wait.,0.6488811,1,0
594,Patience,I stay calm when waiting.,I find it easy to wait calmly.,0.7079823,1,0
595,Patience,I stay calm when waiting.,I am relaxed when I wait.,0.7805722,0,0
596,Patience,I stay calm when waiting.,I wait without getting anxious.,0.7903042,0,0
597,Patience,I stay calm when waiting.,I keep a calm attitude when waiting.,0.91891783,0,0
598,Patience,I stay calm when waiting.,I am patient when I need to wait.,0.736433,1,0
599,Patience,I stay calm when waiting.,I stay serene while I am waiting.,0.7516012,0,0
600,Patience,I stay calm when waiting.,I manage to wait patiently.,0.715834,1,0
601,Patience,I stay calm when waiting.,I keep calm during waiting times.,0.9555739,0,0
602,Patience,I stay calm when waiting.,I am good at waiting without stress.,0.7444761,1,0
603,Patience,I stay calm when waiting.,I stay peaceful when I have to wait.,0.7842565,0,0
604,Patience,I stay calm when waiting.,I find waiting a calm experience.,0.7749863,0,0
605,Patience,I stay calm when waiting.,I am comfortable with waiting patiently.,0.7247509,1,0
606,Patience,I stay calm when waiting.,I wait with a calm mind.,0.8379115,0,0
607,Patience,I stay calm when waiting.,I keep tranquil while waiting.,0.7530587,0,0
608,Patience,I stay calm when waiting.,I remain patient during waiting times.,0.7438408,1,0
609,Patience,I stay calm when waiting.,I handle waiting calmly.,0.7863971,0,0
610,Patience,I stay calm when waiting.,I maintain a calm demeanor when waiting.,0.9041435,0,0
611,Patience,I stay calm when waiting.,I feel calm when I need to wait.,0.878907,0,0
612,Patience,I stay calm when waiting.,I am able to wait with patience.,0.6299748,1,0
613,Organising,I keep tasks and data in order.,I organize my tasks and information well.,0.78374493,0,0
614,Organising,I keep tasks and data in order.,I make sure my work and data are orderly.,0.71459186,1,0
615,Organising,I keep tasks and data in order.,I arrange my tasks and data neatly.,0.8860012,0,0
616,Organising,I keep tasks and data in order.,I maintain organization in my tasks and information.,0.7130318,1,0
617,Organising,I keep tasks and data in order.,I put my tasks and data in order.,0.88925654,0,0
618,Organising,I keep tasks and data in order.,I keep my work and information organized.,0.7371216,1,0
619,Organising,I keep tasks and data in order.,I ensure my tasks and data are organized.,0.8698449,0,0
620,Organising,I keep tasks and data in order.,I manage my tasks and data efficiently.,0.84468144,0,0
621,Organising,I keep tasks and data in order.,I stay organized with my tasks and information.,0.7885041,0,0
622,Organising,I keep tasks and data in order.,I keep my tasks and data well-organized.,0.9010788,0,0
623,Organising,I keep tasks and data in order.,I keep my work and data in order.,0.8767059,0,0
624,Organising,I keep tasks and data in order.,I have an organized method for my tasks and data.,0.6976085,1,0
625,Organising,I keep tasks and data in order.,I handle my tasks and information in an orderly way.,0.73525,1,0
626,Organising,I keep tasks and data in order.,"I keep everything in order, including tasks and data.",0.9367463,0,0
627,Organising,I keep tasks and data in order.,I make sure my tasks and data are in order.,0.86461437,0,0
628,Organising,I keep tasks and data in order.,I keep things in order by managing tasks and information.,0.87367,0,0
629,Organising,I keep tasks and data in order.,I arrange my work and data in an organized manner.,0.7814729,0,0
630,Organising,I keep tasks and data in order.,I handle my tasks and data methodically.,0.82716936,0,0
631,Organising,I keep tasks and data in order.,I keep my tasks and information in a tidy order.,0.87419355,0,0
632,Organising,I keep tasks and data in order.,I maintain a clear order for my tasks and data.,0.91536796,0,0
633,Organising,I keep tasks and data in order.,I manage my work and data in an organized way.,0.7973062,0,0
634,Organising,I keep tasks and data in order.,I ensure my tasks and information remain orderly.,0.7137163,1,0
635,Organising,I keep tasks and data in order.,I keep my tasks and data systematically arranged.,0.9383369,0,0
636,Organising,I keep tasks and data in order.,I keep my tasks and information in order.,0.91924226,0,0
637,Organising,I keep tasks and data in order.,I make sure my tasks and data are well-organized.,0.82857907,0,0
638,Organising,I keep tasks and data in order.,I arrange my tasks and information in an orderly fashion.,0.73029566,1,0
639,Organising,I keep tasks and data in order.,I manage my tasks and information to stay organized.,0.7818842,0,0
640,Organising,I keep tasks and data in order.,I keep my tasks and data organized efficiently.,0.8888955,0,0
641,Safety Orientation,I take steps to avoid accidents.,I make sure I prevent accidents.,0.7962908,0,0
642,Safety Orientation,I take steps to avoid accidents.,I ensure I stay safe from accidents.,0.7737762,0,0
643,Safety Orientation,I take steps to avoid accidents.,I act to keep accidents from happening.,0.7486976,1,0
644,Safety Orientation,I take steps to avoid accidents.,I take measures to prevent accidents.,0.8207436,0,0
645,Safety Orientation,I take steps to avoid accidents.,I take action to avoid accidents.,0.8631242,0,0
646,Safety Orientation,I take steps to avoid accidents.,I work to stop accidents from occurring.,0.7239809,1,0
647,Safety Orientation,I take steps to avoid accidents.,I do what I can to avoid accidents.,0.8244299,0,0
648,Safety Orientation,I take steps to avoid accidents.,I take care to prevent accidents.,0.7492185,1,0
649,Safety Orientation,I take steps to avoid accidents.,I make an effort to stay accident-free.,0.67656744,1,0
