,facet,anchor,stem_text,cosine_similarity,drift_flag,length_flag
316,Synthesising,I combine ideas into new concepts.,I assemble ideas into new thoughts.,0.85363376,0,0
317,Synthesising,I combine ideas into new concepts.,I blend ideas to come up with new concepts.,0.8929286,0,0
318,Synthesising,I combine ideas into new concepts.,I put together ideas to create new concepts.,0.8421848,0,0
319,Synthesising,I combine ideas into new concepts.,I construct new concepts from various ideas.,0.8559685,0,0
320,Synthesising,I combine ideas into new concepts.,I design new concepts by linking ideas.,0.77519065,0,0
321,Synthesising,I combine ideas into new concepts.,I synthesize ideas into new concepts.,0.8718504,0,0
322,Synthesising,I combine ideas into new concepts.,I formulate new concepts by combining ideas.,0.9419335,0,0
323,Synthesising,I combine ideas into new concepts.,I invent new concepts by joining ideas.,0.8679048,0,0
324,Synthesising,I combine ideas into new concepts.,I craft new concepts from mixed ideas.,0.8844445,0,0
325,Synthesising,I combine ideas into new concepts.,I shape fresh concepts by uniting ideas.,0.8500583,0,0
326,Synthesising,I combine ideas into new concepts.,I produce new concepts by assembling ideas.,0.89484954,0,0
327,Synthesising,I combine ideas into new concepts.,I evolve ideas into new concepts.,0.79313624,0,0
328,Synthesising,I combine ideas into new concepts.,I make new concepts by combining different ideas.,0.9202454,0,0
329,Synthesising,I combine ideas into new concepts.,I develop fresh concepts by uniting ideas.,0.8909808,0,0
330,Synthesising,I combine ideas into new concepts.,I compose new concepts by merging ideas.,0.9118475,0,0
331,Synthesising,I combine ideas into new concepts.,I transform ideas into new concepts.,0.8402754,0,0
332,Synthesising,I combine ideas into new concepts.,I generate new concepts by fusing ideas.,0.91139084,0,0
333,Synthesising,I combine ideas into new concepts.,I form new concepts by integrating various ideas.,0.86704785,0,0
334,Achievement Focus,I aim for challenging goals.,I set ambitious targets for myself.,0.7833196,0,0
335,Achievement Focus,I aim for challenging goals.,I strive to achieve difficult objectives.,0.7759291,0,0
336,Achievement Focus,I aim for challenging goals.,I work towards challenging aims.,0.74766797,1,0
337,Achievement Focus,I aim for challenging goals.,I focus on reaching high goals.,0.7391803,1,0
338,Achievement Focus,I aim for challenging goals.,I pursue tough targets in my life.,0.6782538,1,0
339,Achievement Focus,I aim for challenging goals.,I aim for demanding objectives.,0.8343241,0,0
340,Achievement Focus,I aim for challenging goals.,I seek to accomplish challenging tasks.,0.7551039,0,0
341,Achievement Focus,I aim for challenging goals.,I go after ambitious goals.,0.843023,0,0
342,Achievement Focus,I aim for challenging goals.,I try to achieve significant targets.,0.763617,0,0
343,Achievement Focus,I aim for challenging goals.,I aim to reach difficult goals.,0.8916981,0,0
344,Achievement Focus,I aim for challenging goals.,I pursue lofty objectives.,0.7364293,1,0
345,Achievement Focus,I aim for challenging goals.,I set high standards for my goals.,0.7497014,1,0
346,Achievement Focus,I aim for challenging goals.,I challenge myself with ambitious aims.,0.81440985,0,0
347,Achievement Focus,I aim for challenging goals.,I target difficult achievements.,0.77834874,0,0
348,Achievement Focus,I aim for challenging goals.,I work hard to reach challenging goals.,0.78166926,0,0
349,Achievement Focus,I aim for challenging goals.,I focus on ambitious targets.,0.7929104,0,0
350,Achievement Focus,I aim for challenging goals.,I strive for high achievements.,0.7818315,0,0
351,Achievement Focus,I aim for challenging goals.,I aim to accomplish tough objectives.,0.7680916,0,0
352,Achievement Focus,I aim for challenging goals.,I pursue challenging goals with determination.,0.7990335,0,0
353,Achievement Focus,I aim for challenging goals.,I set demanding goals for myself.,0.7434858,1,0
354,Achievement Focus,I aim for challenging goals.,I strive for goals that challenge me.,0.8728769,0,0
355,Achievement Focus,I aim for challenging goals.,I aim to achieve ambitious objectives.,0.7798059,0,0
356,Achievement Focus,I aim for challenging goals.,I work towards tough achievements.,0.69862586,1,0
357,Achievement Focus,I aim for challenging goals.,I pursue significant goals.,0.7459893,1,0
358,Achievement Focus,I aim for challenging goals.,I focus on achieving demanding targets.,0.7626147,0,0
359,Achievement Focus,I aim for challenging goals.,I target ambitious accomplishments.,0.7836429,0,0
360,Achievement Focus,I aim for challenging goals.,I set my sights on challenging objectives.,0.7329694,1,0
361,Achievement Focus,I aim for challenging goals.,I aim high with my goals.,0.784511,0,0
362,Discipline,I stick to a task until done.,I complete tasks once I start them.,0.7048662,1,0
363,Discipline,I stick to a task until done.,I work on tasks until they are finished.,0.8168036,0,0
364,Discipline,I stick to a task until done.,I make sure to finish what I begin.,0.69077474,1,0
365,Discipline,I stick to a task until done.,I keep going until my work is done.,0.75575066,0,0
366,Discipline,I stick to a task until done.,I stay focused on a task until it's complete.,0.8652164,0,0
367,Discipline,I stick to a task until done.,I continue working on a task until I finish it.,0.78413844,0,0
368,Discipline,I stick to a task until done.,I don't stop a task until it's done.,0.74596786,1,0
369,Discipline,I stick to a task until done.,I always see my tasks through to the end.,0.73160696,1,0
370,Discipline,I stick to a task until done.,I remain committed to finishing a task.,0.8187392,0,0
371,Discipline,I stick to a task until done.,I carry on with a task until I complete it.,0.76675606,0,0
372,Discipline,I stick to a task until done.,I follow through with tasks until they are completed.,0.87189144,0,0
373,Discipline,I stick to a task until done.,I dedicate myself to finishing tasks I start.,0.7404283,1,0
374,Discipline,I stick to a task until done.,I finish what I start without stopping.,0.7089231,1,0
375,Discipline,I stick to a task until done.,I stay on track with tasks until they are done.,0.88377106,0,0
376,Discipline,I stick to a task until done.,I persist with my work until it's finished.,0.7890643,0,0
377,Discipline,I stick to a task until done.,I ensure I complete tasks I begin.,0.72333753,1,0
378,Discipline,I stick to a task until done.,I maintain my focus on tasks until they are done.,0.8682586,0,0
379,Discipline,I stick to a task until done.,I finish tasks I start without giving up.,0.77321655,0,0
380,Discipline,I stick to a task until done.,I keep working on a task until it is completed.,0.841953,0,0
381,Discipline,I stick to a task until done.,I make sure to finish tasks I begin.,0.7570834,0,0
382,Discipline,I stick to a task until done.,I continue with tasks until they are complete.,0.7422166,1,0
383,Discipline,I stick to a task until done.,I see my tasks through until they are finished.,0.8678887,0,0
384,Discipline,I stick to a task until done.,I stick with a task until it's completed.,0.9583774,0,0
385,Discipline,I stick to a task until done.,I focus on my tasks until they are finished.,0.84379935,0,0
386,Discipline,I stick to a task until done.,I pursue my tasks until they are done.,0.8501202,0,0
387,Discipline,I stick to a task until done.,I follow through on tasks until they are finished.,0.906682,0,0
388,Discipline,I stick to a task until done.,I work until my tasks are complete.,0.7589561,0,0
389,Discipline,I stick to a task until done.,I remain focused on my tasks until they are done.,0.8688593,0,0
390,Adaptable Execution,I adjust plans when things change.,I change my plans if situations are different.,0.7690227,0,0
391,Adaptable Execution,I adjust plans when things change.,I make new plans when events are not as expected.,0.7786226,0,0
392,Adaptable Execution,I adjust plans when things change.,I modify my plans when circumstances alter.,0.921376,0,0
393,Adaptable Execution,I adjust plans when things change.,I adapt my schedule when things are not the same.,0.7213503,1,0
394,Adaptable Execution,I adjust plans when things change.,I rearrange my plans if conditions vary.,0.8553636,0,0
395,Adaptable Execution,I adjust plans when things change.,I change my arrangements when situations shift.,0.64165854,1,0
396,Adaptable Execution,I adjust plans when things change.,I adjust my schedule when events change.,0.7354816,1,0
397,Adaptable Execution,I adjust plans when things change.,I alter my plans when things are different.,0.8250519,0,0
398,Adaptable Execution,I adjust plans when things change.,I revise my plans if circumstances change.,0.8482462,0,0
399,Adaptable Execution,I adjust plans when things change.,I update my plans when needed.,0.81064224,0,0
400,Adaptable Execution,I adjust plans when things change.,I make adjustments to my plans when required.,0.8923094,0,0
401,Adaptable Execution,I adjust plans when things change.,I develop new plans when needed.,0.83772177,0,0
402,Adaptable Execution,I adjust plans when things change.,I transform my plans when situations require it.,0.81005996,0,0
403,Adaptable Execution,I adjust plans when things change.,I switch my plans when necessary.,0.79683566,0,0
404,Adaptable Execution,I adjust plans when things change.,I reorganize my plans when things are not as planned.,0.7773668,0,0
405,Adaptable Execution,I adjust plans when things change.,I customize my plans when situations change.,0.90376806,0,0
406,Adaptable Execution,I adjust plans when things change.,I reshape my plans when needed.,0.83731526,0,0
407,Adaptable Execution,I adjust plans when things change.,I edit my plans if things differ.,0.8376392,0,0
408,Adaptable Execution,I adjust plans when things change.,I rework my plans when conditions are different.,0.852036,0,0
409,Adaptable Execution,I adjust plans when things change.,I revise my schedule when situations demand it.,0.71356225,1,0
410,Adaptable Execution,I adjust plans when things change.,I change my approach if circumstances alter.,0.66407645,1,0
411,Adaptable Execution,I adjust plans when things change.,I shift my plans when necessary.,0.8420855,0,0
412,Adaptable Execution,I adjust plans when things change.,I tweak my plans when events are different.,0.8447264,0,0
413,Adaptable Execution,I adjust plans when things change.,I modify my approach when needed.,0.6500597,1,0
414,Adaptable Execution,I adjust plans when things change.,I adapt my plans to new situations.,0.8535527,0,0
415,Adaptable Execution,I adjust plans when things change.,I adjust my plans according to changes.,0.95933,0,0
416,Adaptable Execution,I adjust plans when things change.,I fit my plans to new circumstances.,0.61140347,1,0
417,Adaptable Execution,I adjust plans when things change.,I tailor my plans when things change.,0.9112997,0,0
418,Resilience,I bounce back after setbacks.,I recover quickly after challenges.,0.6753845,1,0
419,Resilience,I bounce back after setbacks.,I handle difficulties and move forward.,0.6010046,1,0
420,Resilience,I bounce back after setbacks.,I get back on track after problems.,0.72143435,1,0
421,Resilience,I bounce back after setbacks.,I deal with setbacks and keep going.,0.7450496,1,0
422,Resilience,I bounce back after setbacks.,I overcome obstacles and continue.,0.5521561,1,0
423,Resilience,I bounce back after setbacks.,I move past setbacks efficiently.,0.65635955,1,0
424,Resilience,I bounce back after setbacks.,I regain my balance after difficulties.,0.65255696,1,0
425,Resilience,I bounce back after setbacks.,I cope well with setbacks.,0.77987725,0,0
426,Resilience,I bounce back after setbacks.,I adjust after encountering problems.,0.51897496,1,0
427,Resilience,I bounce back after setbacks.,I manage to recover after setbacks.,0.8293314,0,0
428,Resilience,I bounce back after setbacks.,I adapt to challenges and progress.,0.50208384,1,0
429,Resilience,I bounce back after setbacks.,I face obstacles and bounce back.,0.80365336,0,0
430,Resilience,I bounce back after setbacks.,I return to my path after disruptions.,0.45725465,1,0
431,Resilience,I bounce back after setbacks.,I handle challenges and keep progressing.,0.5267391,1,0
432,Resilience,I bounce back after setbacks.,I bounce back from difficulties easily.,0.8042779,0,0
433,Resilience,I bounce back after setbacks.,I get back on my feet after setbacks.,0.868592,0,0
434,Resilience,I bounce back after setbacks.,I come through challenges with resilience.,0.7019167,1,0
435,Resilience,I bounce back after setbacks.,I recover from setbacks effectively.,0.8559004,0,0
436,Resilience,I bounce back after setbacks.,I regain my strength after problems.,0.6464466,1,0
437,Resilience,I bounce back after setbacks.,I quickly find my way after setbacks.,0.6133594,1,0
438,Resilience,I bounce back after setbacks.,I smoothly navigate past difficulties.,0.43435776,1,0
439,Resilience,I bounce back after setbacks.,I respond well to challenges.,0.511006,1,0
440,Resilience,I bounce back after setbacks.,I swiftly recover from obstacles.,0.5722115,1,0
441,Resilience,I bounce back after setbacks.,I rise above challenges and continue.,0.54315263,1,0
442,Resilience,I bounce back after setbacks.,I efficiently recover from disruptions.,0.5682546,1,0
443,Resilience,I bounce back after setbacks.,I find my footing after setbacks.,0.8039398,0,0
444,Resilience,I bounce back after setbacks.,I navigate obstacles and keep moving.,0.31567934,1,0
445,Resilience,I bounce back after setbacks.,I remain resilient after challenges.,0.71027815,1,0
446,Initiative,I act without being told.,I take the initiative when needed.,0.5608133,1,0
447,Initiative,I act without being told.,I do things on my own.,0.43886197,1,0
448,Initiative,I act without being told.,I make decisions by myself.,0.4323018,1,0
449,Initiative,I act without being told.,I start tasks without being asked.,0.6189184,1,0
450,Initiative,I act without being told.,I handle things on my own.,0.47824165,1,0
451,Initiative,I act without being told.,I begin work without waiting for instructions.,0.3459462,1,0
452,Initiative,I act without being told.,I take action independently.,0.56581897,1,0
453,Initiative,I act without being told.,I do what needs to be done.,0.45239866,1,0
454,Initiative,I act without being told.,I act on my own judgment.,0.5921675,1,0
455,Initiative,I act without being told.,I complete tasks without reminders.,0.5857793,1,0
456,Initiative,I act without being told.,I initiate actions myself.,0.59949297,1,0
457,Initiative,I act without being told.,I get things done without direction.,0.5464523,1,0
458,Initiative,I act without being told.,I manage my duties independently.,0.42189884,1,0
459,Initiative,I act without being told.,I perform tasks without guidance.,0.63330173,1,0
460,Initiative,I act without being told.,I proceed without being prompted.,0.5937145,1,0
461,Initiative,I act without being told.,I handle responsibilities without being told.,0.79096746,0,0
462,Initiative,I act without being told.,I tackle tasks on my own.,0.48489368,1,0
463,Initiative,I act without being told.,I address issues without needing direction.,0.50040054,1,0
464,Initiative,I act without being told.,I function independently in my work.,0.4392354,1,0
465,Initiative,I act without being told.,I move forward without waiting for orders.,0.44650292,1,0
466,Initiative,I act without being told.,I act based on my own initiative.,0.6367158,1,0
467,Initiative,I act without being told.,I engage in activities without being instructed.,0.67692477,1,0
468,Initiative,I act without being told.,I undertake tasks without supervision.,0.60470307,1,0
469,Initiative,I act without being told.,I begin projects on my own.,0.27963418,1,0
470,Initiative,I act without being told.,I get started without external motivation.,0.34484002,1,0
471,Initiative,I act without being told.,I push forward without needing a reminder.,0.539364,1,0
472,Initiative,I act without being told.,I manage my work without waiting for approval.,0.4892434,1,0
473,Initiative,I act without being told.,I carry out tasks independently.,0.48743242,1,0
474,Efficiency,I finish tasks in less time.,I complete my work quickly.,0.7634295,0,0
475,Efficiency,I finish tasks in less time.,I get my assignments done faster.,0.7690894,0,0
476,Efficiency,I finish tasks in less time.,I finish my tasks promptly.,0.7842487,0,0
477,Efficiency,I finish tasks in less time.,I complete tasks in a short time.,0.83811474,0,0
478,Efficiency,I finish tasks in less time.,I do my work in less time.,0.8980276,0,0
479,Efficiency,I finish tasks in less time.,I complete my duties swiftly.,0.61041015,1,0
480,Efficiency,I finish tasks in less time.,I handle tasks in a short period.,0.71589017,1,0
481,Efficiency,I finish tasks in less time.,I finish my projects quickly.,0.7542728,0,0
482,Efficiency,I finish tasks in less time.,I manage to complete tasks fast.,0.8333261,0,0
483,Efficiency,I finish tasks in less time.,I wrap up my work quickly.,0.6680613,1,0
484,Efficiency,I finish tasks in less time.,I get my jobs done in less time.,0.85651934,0,0
485,Efficiency,I finish tasks in less time.,I accomplish my tasks with speed.,0.7740065,0,0
486,Efficiency,I finish tasks in less time.,I perform my duties promptly.,0.53447175,1,0
487,Efficiency,I finish tasks in less time.,I finish my work in a short time.,0.68843305,1,0
488,Efficiency,I finish tasks in less time.,I conclude tasks faster than expected.,0.65397346,1,0
489,Efficiency,I finish tasks in less time.,I handle my work efficiently.,0.70023096,1,0
490,Efficiency,I finish tasks in less time.,I finish my assignments quickly.,0.7214386,1,0
491,Efficiency,I finish tasks in less time.,I get things done swiftly.,0.73085284,1,0
492,Efficiency,I finish tasks in less time.,I complete my tasks in a brief time.,0.80218583,0,0
493,Efficiency,I finish tasks in less time.,I accomplish my projects in less time.,0.8850441,0,0
494,Efficiency,I finish tasks in less time.,I work through tasks quickly.,0.7919068,0,0
495,Efficiency,I finish tasks in less time.,I complete my jobs speedily.,0.74496037,1,0
496,Efficiency,I finish tasks in less time.,I finish duties in a shorter time.,0.81749845,0,0
497,Efficiency,I finish tasks in less time.,I manage my tasks efficiently.,0.7699527,0,0
498,Efficiency,I finish tasks in less time.,I carry out work swiftly.,0.6314928,1,0
499,Efficiency,I finish tasks in less time.,I conclude my work in less time.,0.76560175,0,0
500,Efficiency,I finish tasks in less time.,I perform tasks in a short time.,0.77415776,0,0
501,Efficiency,I finish tasks in less time.,I handle assignments promptly.,0.625605,1,0
502,Responsibility,I own the outcomes of my work.,I take responsibility for the results of my work.,0.82584023,0,0
503,Responsibility,I own the outcomes of my work.,The outcomes of my work are my responsibility.,0.7405386,1,0
504,Responsibility,I own the outcomes of my work.,I am accountable for the outcomes of my work.,0.7630321,0,0
505,Responsibility,I own the outcomes of my work.,I am in charge of the results of my work.,0.7496648,1,0
506,Responsibility,I own the outcomes of my work.,I accept the results of my work as my own.,0.76335037,0,0
507,Responsibility,I own the outcomes of my work.,The results of my work are my responsibility.,0.7496036,1,0
508,Responsibility,I own the outcomes of my work.,I am responsible for the outcomes of my work.,0.7882263,0,0
509,Responsibility,I own the outcomes of my work.,I hold myself accountable for the results of my work.,0.7541626,0,0
510,Responsibility,I own the outcomes of my work.,I manage the outcomes of my work.,0.7512202,0,0
511,Responsibility,I own the outcomes of my work.,I ensure that the results of my work are my responsibility.,0.7508126,0,0
512,Responsibility,I own the outcomes of my work.,I take charge of the outcomes from my work.,0.79333746,0,0
513,Responsibility,I own the outcomes of my work.,I take ownership of the results of my work.,0.8986239,0,0
514,Responsibility,I own the outcomes of my work.,I claim the outcomes of my work as my own.,0.847242,0,0
515,Responsibility,I own the outcomes of my work.,I am responsible for what comes from my work.,0.7637191,0,0
516,Responsibility,I own the outcomes of my work.,The results of my work belong to me.,0.8436533,0,0
517,Responsibility,I own the outcomes of my work.,I control the outcomes of my work.,0.79072195,0,0
518,Responsibility,I own the outcomes of my work.,I own the results that come from my work.,0.9228184,0,0
519,Responsibility,I own the outcomes of my work.,I am the owner of my work outcomes.,0.8938065,0,0
520,Responsibility,I own the outcomes of my work.,I assume responsibility for my work results.,0.7602449,0,0
521,Responsibility,I own the outcomes of my work.,I am in charge of the outcomes of my work.,0.74941444,1,0
522,Responsibility,I own the outcomes of my work.,I accept the responsibility for my work results.,0.7610744,0,0
523,Responsibility,I own the outcomes of my work.,I acknowledge the results of my work as mine.,0.74423033,1,0
524,Responsibility,I own the outcomes of my work.,I am responsible for the consequences of my work.,0.70494354,1,0
525,Responsibility,I own the outcomes of my work.,I take care of what comes from my work.,0.65241414,1,0
526,Responsibility,I own the outcomes of my work.,I am the one in charge of my work's outcomes.,0.7191304,1,0
527,Responsibility,I own the outcomes of my work.,I am liable for the results of my work.,0.71290886,1,0
528,Responsibility,I own the outcomes of my work.,I own the consequences of my work.,0.9021306,0,0
529,Responsibility,I own the outcomes of my work.,The outcomes of my work are under my control.,0.8078195,0,0
530,Ethics,I act according to my values.,I live by my principles.,0.77423894,0,0
531,Ethics,I act according to my values.,I make choices that match my beliefs.,0.652664,1,0
532,Ethics,I act according to my values.,I follow my personal values in life.,0.8333185,0,0
533,Ethics,I act according to my values.,I decide based on my core values.,0.6551316,1,0
534,Ethics,I act according to my values.,I align my actions with what I believe.,0.68421113,1,0
535,Ethics,I act according to my values.,I do things according to my own values.,0.86205536,0,0
536,Ethics,I act according to my values.,I act in line with my beliefs.,0.7801709,0,0
537,Ethics,I act according to my values.,I behave in a way that reflects my values.,0.89319134,0,0
538,Ethics,I act according to my values.,I choose actions that fit my values.,0.76801974,0,0
539,Ethics,I act according to my values.,I live in a way that represents my beliefs.,0.6190175,1,0
540,Ethics,I act according to my values.,I stick to my values in daily life.,0.83117527,0,0
541,Ethics,I act according to my values.,I follow what I believe is right.,0.6026283,1,0
542,Ethics,I act according to my values.,I let my values guide my decisions.,0.7984615,0,0
543,Ethics,I act according to my values.,I act in accordance with my principles.,0.83705,0,0
544,Ethics,I act according to my values.,I make sure my actions reflect my values.,0.85821474,0,0
545,Ethics,I act according to my values.,I stay true to my values in my actions.,0.8483788,0,0
546,Ethics,I act according to my values.,I adhere to my personal values.,0.8630475,0,0
547,Ethics,I act according to my values.,I make decisions based on my beliefs.,0.6336014,1,0
548,Ethics,I act according to my values.,I act in a way that matches my values.,0.910382,0,0
549,Ethics,I act according to my values.,I practice what I believe is important.,0.579306,1,0
550,Ethics,I act according to my values.,I live according to my set of values.,0.74591905,1,0
551,Ethics,I act according to my values.,I follow my values in everything I do.,0.8661859,0,0
552,Ethics,I act according to my values.,I ensure my actions are guided by my values.,0.8330408,0,0
553,Ethics,I act according to my values.,I base my actions on my principles.,0.7621332,0,0
554,Ethics,I act according to my values.,I act consistently with my values.,0.8704412,0,0
555,Ethics,I act according to my values.,I operate according to what I believe.,0.5849354,1,0
556,Ethics,I act according to my values.,I align my behavior with my values.,0.78207815,0,0
557,Ethics,I act according to my values.,I let my values shape my actions.,0.81559813,0,0
558,Reliability,I deliver on time consistently.,I always meet my deadlines.,0.65532684,1,0
559,Reliability,I deliver on time consistently.,I make sure to complete my work on time.,0.7067138,1,0
560,Reliability,I deliver on time consistently.,I am punctual with my deliveries.,0.8102679,0,0
561,Reliability,I deliver on time consistently.,I ensure my tasks are done by the deadline.,0.6296191,1,0
562,Reliability,I deliver on time consistently.,I regularly finish my assignments on schedule.,0.57621086,1,0
563,Reliability,I deliver on time consistently.,I consistently meet my timelines.,0.6556129,1,0
564,Reliability,I deliver on time consistently.,I reliably deliver my projects on time.,0.7985509,0,0
565,Reliability,I deliver on time consistently.,I finish my work promptly every time.,0.59390306,1,0
566,Reliability,I deliver on time consistently.,I stick to my deadlines without fail.,0.6932038,1,0
567,Reliability,I deliver on time consistently.,I am dependable with my on-time deliveries.,0.8312787,0,0
568,Reliability,I deliver on time consistently.,I always complete my tasks when expected.,0.60749507,1,0
569,Reliability,I deliver on time consistently.,I make sure my work is done on time.,0.6456249,1,0
570,Reliability,I deliver on time consistently.,I am consistent in delivering my work punctually.,0.77966976,0,0
571,Reliability,I deliver on time consistently.,I finish my assignments when I am supposed to.,0.46840838,1,0
572,Reliability,I deliver on time consistently.,I make it a point to deliver promptly.,0.7691282,0,0
573,Reliability,I deliver on time consistently.,I regularly have my tasks completed by the deadline.,0.6239638,1,0
574,Reliability,I deliver on time consistently.,I am timely with my work completion.,0.68663514,1,0
575,Reliability,I deliver on time consistently.,I ensure I do my work within the set time.,0.62214506,1,0
576,Reliability,I deliver on time consistently.,I always hand in my work on time.,0.5929733,1,0
577,Reliability,I deliver on time consistently.,I manage to meet my deadlines consistently.,0.72726583,1,0
578,Reliability,I deliver on time consistently.,I get my tasks done by the expected time.,0.7204154,1,0
579,Reliability,I deliver on time consistently.,I am consistent in meeting my deadlines.,0.7541742,0,0
580,Reliability,I deliver on time consistently.,I always complete my tasks within the given time frame.,0.5708034,1,0
581,Reliability,I deliver on time consistently.,I regularly deliver my work on schedule.,0.7398715,1,0
582,Reliability,I deliver on time consistently.,I make sure my deadlines are always met.,0.68308866,1,0
583,Reliability,I deliver on time consistently.,I consistently finish my work on time.,0.7509408,0,0
584,Reliability,I deliver on time consistently.,I always have my assignments ready by the deadline.,0.52417487,1,0
585,Patience,I stay calm when waiting.,I am patient while I wait.,0.6825843,1,0
586,Patience,I stay calm when waiting.,I maintain my composure when I have to wait.,0.9060937,0,0
587,Patience,I stay calm when waiting.,I feel relaxed during waiting periods.,0.6795991,1,0
588,Patience,I stay calm when waiting.,I remain calm when I'm waiting.,0.97497797,0,0
589,Patience,I stay calm when waiting.,I handle waiting with ease.,0.7874962,0,0
590,Patience,I stay calm when waiting.,I don't get stressed while waiting.,0.7065512,1,0
591,Patience,I stay calm when waiting.,I keep my cool when I'm waiting.,0.8130656,0,0
592,Patience,I stay calm when waiting.,I am at ease when I have to wait.,0.73969746,1,0
593,Patience,I stay calm when waiting.,I stay composed when it's time to wait.,0.8590789,0,0
594,Patience,I stay calm when waiting.,I find it easy to wait calmly.,0.7714052,0,0
595,Patience,I stay calm when waiting.,I am relaxed when I wait.,0.7831111,0,0
596,Patience,I stay calm when waiting.,I wait without getting anxious.,0.83784515,0,0
597,Patience,I stay calm when waiting.,I keep a calm attitude when waiting.,0.94336534,0,0
598,Patience,I stay calm when waiting.,I am patient when I need to wait.,0.74555993,1,0
599,Patience,I stay calm when waiting.,I stay serene while I am waiting.,0.8709697,0,0
600,Patience,I stay calm when waiting.,I manage to wait patiently.,0.7414733,1,0
601,Patience,I stay calm when waiting.,I keep calm during waiting times.,0.9284015,0,0
602,Patience,I stay calm when waiting.,I am good at waiting without stress.,0.7532488,0,0
603,Patience,I stay calm when waiting.,I stay peaceful when I have to wait.,0.81838167,0,0
604,Patience,I stay calm when waiting.,I find waiting a calm experience.,0.75196105,0,0
605,Patience,I stay calm when waiting.,I am comfortable with waiting patiently.,0.6421647,1,0
606,Patience,I stay calm when waiting.,I wait with a calm mind.,0.85269785,0,0
607,Patience,I stay calm when waiting.,I keep tranquil while waiting.,0.7785672,0,0
608,Patience,I stay calm when waiting.,I remain patient during waiting times.,0.80579066,0,0
609,Patience,I stay calm when waiting.,I handle waiting calmly.,0.8849992,0,0
610,Patience,I stay calm when waiting.,I maintain a calm demeanor when waiting.,0.94237506,0,0
611,Patience,I stay calm when waiting.,I feel calm when I need to wait.,0.87382436,0,0
612,Patience,I stay calm when waiting.,I am able to wait with patience.,0.650632,1,0
613,Organising,I keep tasks and data in order.,I organize my tasks and information well.,0.76271075,0,0
614,Organising,I keep tasks and data in order.,I make sure my work and data are orderly.,0.82747054,0,0
615,Organising,I keep tasks and data in order.,I arrange my tasks and data neatly.,0.87412417,0,0
616,Organising,I keep tasks and data in order.,I maintain organization in my tasks and information.,0.7955727,0,0
617,Organising,I keep tasks and data in order.,I put my tasks and data in order.,0.93670845,0,0
618,Organising,I keep tasks and data in order.,I keep my work and information organized.,0.7566918,0,0
619,Organising,I keep tasks and data in order.,I ensure my tasks and data are organized.,0.88092613,0,0
620,Organising,I keep tasks and data in order.,I manage my tasks and data efficiently.,0.81069446,0,0
621,Organising,I keep tasks and data in order.,I stay organized with my tasks and information.,0.7970234,0,0
622,Organising,I keep tasks and data in order.,I keep my tasks and data well-organized.,0.87255883,0,0
623,Organising,I keep tasks and data in order.,I keep my work and data in order.,0.88350433,0,0
624,Organising,I keep tasks and data in order.,I have an organized method for my tasks and data.,0.78695923,0,0
625,Organising,I keep tasks and data in order.,I handle my tasks and information in an orderly way.,0.8228327,0,0
626,Organising,I keep tasks and data in order.,"I keep everything in order, including tasks and data.",0.95967543,0,0
627,Organising,I keep tasks and data in order.,I make sure my tasks and data are in order.,0.8545861,0,0
628,Organising,I keep tasks and data in order.,I keep things in order by managing tasks and information.,0.8277231,0,0
629,Organising,I keep tasks and data in order.,I arrange my work and data in an organized manner.,0.8118165,0,0
630,Organising,I keep tasks and data in order.,I handle my tasks and data methodically.,0.79145,0,0
631,Organising,I keep tasks and data in order.,I keep my tasks and information in a tidy order.,0.8406056,0,0
632,Organising,I keep tasks and data in order.,I maintain a clear order for my tasks and data.,0.9498892,0,0
633,Organising,I keep tasks and data in order.,I manage my work and data in an organized way.,0.771594,0,0
634,Organising,I keep tasks and data in order.,I ensure my tasks and information remain orderly.,0.8432863,0,0
635,Organising,I keep tasks and data in order.,I keep my tasks and data systematically arranged.,0.8880846,0,0
636,Organising,I keep tasks and data in order.,I keep my tasks and information in order.,0.92486566,0,0
637,Organising,I keep tasks and data in order.,I make sure my tasks and data are well-organized.,0.87597954,0,0
638,Organising,I keep tasks and data in order.,I arrange my tasks and information in an orderly fashion.,0.843649,0,0
639,Organising,I keep tasks and data in order.,I manage my tasks and information to stay organized.,0.7976215,0,0
640,Organising,I keep tasks and data in order.,I keep my tasks and data organized efficiently.,0.85491437,0,0
641,Safety Orientation,I take steps to avoid accidents.,I make sure I prevent accidents.,0.89279974,0,0
642,Safety Orientation,I take steps to avoid accidents.,I ensure I stay safe from accidents.,0.8506496,0,0
643,Safety Orientation,I take steps to avoid accidents.,I act to keep accidents from happening.,0.78805435,0,0
644,Safety Orientation,I take steps to avoid accidents.,I take measures to prevent accidents.,0.9590741,0,0
645,Safety Orientation,I take steps to avoid accidents.,I take action to avoid accidents.,0.9557505,0,0
646,Safety Orientation,I take steps to avoid accidents.,I work to stop accidents from occurring.,0.698134,1,0
647,Safety Orientation,I take steps to avoid accidents.,I do what I can to avoid accidents.,0.92794764,0,0
648,Safety Orientation,I take steps to avoid accidents.,I take care to prevent accidents.,0.94624555,0,0
649,Safety Orientation,I take steps to avoid accidents.,I make an effort to stay accident-free.,0.8675133,0,0
650,Safety Orientation,I take steps to avoid accidents.,I take precautions to avoid accidents.,0.9562,0,0
