,facet,stem_text,drift_flag,readability_flag,length_flag,anchor,cosine_similarity
302,Experimentation,I try new concepts to see which are effective.,0,0,0,I test ideas to see what works.,0.6196914
303,Experimentation,I test different approaches to see what succeeds.,0,0,0,I test ideas to see what works.,0.7457497
304,Synthesising,I create new concepts from different ideas.,0,0,0,I combine ideas into new concepts.,0.88888264
305,Synthesising,I mix ideas to form new concepts.,0,0,0,I combine ideas into new concepts.,0.94579136
306,Synthesising,I develop new concepts by combining ideas.,0,0,0,I combine ideas into new concepts.,0.9329506
307,Synthesising,I make new concepts by joining ideas.,0,0,0,I combine ideas into new concepts.,0.8521327
308,Synthesising,I link ideas to generate new concepts.,0,0,0,I combine ideas into new concepts.,0.7942575
309,Synthesising,I turn ideas into new concepts.,0,0,0,I combine ideas into new concepts.,0.90625465
310,Synthesising,I use ideas to create new concepts.,0,0,0,I combine ideas into new concepts.,0.8747928
311,Synthesising,I put ideas together to make new concepts.,0,0,0,I combine ideas into new concepts.,0.89460427
312,Synthesising,I blend ideas to create new concepts.,0,0,0,I combine ideas into new concepts.,0.8849705
313,Synthesising,I fuse ideas to make new concepts.,0,0,0,I combine ideas into new concepts.,0.8990592
314,Synthesising,I join ideas to form new concepts.,0,0,0,I combine ideas into new concepts.,0.87375045
315,Synthesising,I integrate ideas into new concepts.,0,0,0,I combine ideas into new concepts.,0.8753207
316,Synthesising,I connect ideas to produce new concepts.,0,0,0,I combine ideas into new concepts.,0.8618088
317,Synthesising,I shape new concepts from various ideas.,0,0,0,I combine ideas into new concepts.,0.8542341
318,Synthesising,I organize ideas into new concepts.,0,0,0,I combine ideas into new concepts.,0.8313329
319,Synthesising,I assemble ideas to form new concepts.,0,0,0,I combine ideas into new concepts.,0.85933006
320,Synthesising,I craft new concepts by mixing ideas.,0,0,0,I combine ideas into new concepts.,0.86765397
321,Synthesising,I synthesize ideas to develop new concepts.,0,0,0,I combine ideas into new concepts.,0.8398986
322,Synthesising,I construct new concepts from ideas.,0,0,0,I combine ideas into new concepts.,0.8765244
323,Synthesising,I gather ideas to create new concepts.,0,0,0,I combine ideas into new concepts.,0.873397
324,Synthesising,I invent new concepts by combining ideas.,0,0,0,I combine ideas into new concepts.,0.8856176
325,Synthesising,I form new concepts through the fusion of ideas.,0,0,0,I combine ideas into new concepts.,0.8695383
326,Synthesising,I merge ideas into new concepts.,0,0,0,I combine ideas into new concepts.,0.9643667
327,Synthesising,I design new concepts by linking ideas.,0,0,0,I combine ideas into new concepts.,0.82038057
328,Synthesising,I fashion new concepts from joined ideas.,0,0,0,I combine ideas into new concepts.,0.66497034
329,Synthesising,I rework ideas into new concepts.,0,0,0,I combine ideas into new concepts.,0.88117445
330,Synthesising,I derive new concepts from connecting ideas.,0,0,0,I combine ideas into new concepts.,0.7828683
331,Synthesising,I transform ideas into new concepts.,0,0,0,I combine ideas into new concepts.,0.8881946
332,Achievement Focus,I set my sights on difficult goals.,0,0,0,I aim for challenging goals.,0.7905958
333,Achievement Focus,I strive to achieve ambitious targets.,0,0,0,I aim for challenging goals.,0.76447654
334,Achievement Focus,I go for goals that are challenging.,0,0,0,I aim for challenging goals.,0.8889532
335,Achievement Focus,I work towards tough objectives.,0,0,0,I aim for challenging goals.,0.6809325
336,Achievement Focus,I focus on reaching demanding goals.,0,0,0,I aim for challenging goals.,0.79677856
337,Achievement Focus,I seek to accomplish challenging aims.,0,0,0,I aim for challenging goals.,0.77878505
338,Achievement Focus,I pursue ambitious goals.,0,0,0,I aim for challenging goals.,0.72733325
339,Achievement Focus,I aim to achieve hard goals.,0,0,0,I aim for challenging goals.,0.86047745
340,Achievement Focus,I set challenging targets for myself.,0,0,0,I aim for challenging goals.,0.6371475
341,Achievement Focus,I work towards ambitious goals.,0,0,0,I aim for challenging goals.,0.7464739
342,Achievement Focus,I focus on achieving difficult goals.,0,0,0,I aim for challenging goals.,0.7861978
343,Achievement Focus,I strive to reach high targets.,0,0,0,I aim for challenging goals.,0.6873911
344,Achievement Focus,I set ambitious goals for myself.,0,0,0,I aim for challenging goals.,0.7006551
345,Achievement Focus,I aim to accomplish tough objectives.,0,0,0,I aim for challenging goals.,0.7986026
346,Achievement Focus,I pursue challenging targets.,0,0,0,I aim for challenging goals.,0.7054429
347,Achievement Focus,I have a goal to achieve difficult tasks.,0,0,0,I aim for challenging goals.,0.65972453
348,Achievement Focus,I aim to reach challenging objectives.,0,0,0,I aim for challenging goals.,0.84340847
349,Achievement Focus,I work hard to achieve ambitious goals.,0,0,0,I aim for challenging goals.,0.7410548
350,Achievement Focus,I focus on setting and meeting high goals.,0,0,0,I aim for challenging goals.,0.70856744
351,Achievement Focus,I strive for demanding targets.,0,0,0,I aim for challenging goals.,0.706841
352,Achievement Focus,I aim for goals that are hard to reach.,0,0,0,I aim for challenging goals.,0.91840196
353,Achievement Focus,I pursue goals that challenge me.,0,0,0,I aim for challenging goals.,0.81751096
354,Achievement Focus,I work towards achieving difficult aims.,0,0,0,I aim for challenging goals.,0.7507984
355,Achievement Focus,I focus on ambitious achievements.,0,0,0,I aim for challenging goals.,0.6819691
356,Achievement Focus,I strive to accomplish challenging tasks.,0,0,0,I aim for challenging goals.,0.74501777
357,Achievement Focus,I set my goals high.,0,0,0,I aim for challenging goals.,0.6907453
358,Achievement Focus,I aim for hard-to-reach targets.,0,0,0,I aim for challenging goals.,0.7265776
359,Achievement Focus,I pursue difficult objectives.,0,0,0,I aim for challenging goals.,0.61190784
360,Discipline,I complete a task once I start it.,0,0,0,I stick to a task until done.,0.7546803
361,Discipline,I finish what I begin.,0,0,0,I stick to a task until done.,0.5812228
362,Discipline,I work on a task until it's done.,0,0,0,I stick to a task until done.,0.86784947
363,Discipline,I see tasks through to the end.,0,0,0,I stick to a task until done.,0.6674294
364,Discipline,I keep going until my task is finished.,0,0,0,I stick to a task until done.,0.81423306
365,Discipline,I make sure to complete my tasks.,0,0,0,I stick to a task until done.,0.73148715
366,Discipline,I continue working until I finish.,0,0,0,I stick to a task until done.,0.72011906
367,Discipline,I always finish my tasks.,0,0,0,I stick to a task until done.,0.78099734
368,Discipline,I don't stop until I complete my task.,0,0,0,I stick to a task until done.,0.7720095
369,Discipline,I stay focused until my task is done.,0,0,0,I stick to a task until done.,0.7406908
370,Discipline,I follow a task through to completion.,0,0,0,I stick to a task until done.,0.723421
371,Discipline,I work on a task until it is finished.,0,0,0,I stick to a task until done.,0.8203002
372,Discipline,I persist with a task until it's done.,0,0,0,I stick to a task until done.,0.84597576
373,Discipline,I remain dedicated until my task is complete.,0,0,0,I stick to a task until done.,0.71002567
374,Discipline,I keep at a task until I finish it.,0,0,0,I stick to a task until done.,0.86261433
375,Discipline,I ensure I finish what I start.,0,0,0,I stick to a task until done.,0.65328884
376,Discipline,I complete tasks without giving up.,0,0,0,I stick to a task until done.,0.66627437
377,Discipline,I see my tasks through to completion.,0,0,0,I stick to a task until done.,0.6609387
378,Discipline,I stick with my tasks until they're finished.,0,0,0,I stick to a task until done.,0.87595534
379,Discipline,I carry out a task until it's done.,0,0,0,I stick to a task until done.,0.8614905
380,Discipline,I make sure to finish what I start.,0,0,0,I stick to a task until done.,0.6016927
381,Discipline,I don't quit until my task is complete.,0,0,0,I stick to a task until done.,0.71053636
382,Discipline,I complete my tasks before moving on.,0,0,0,I stick to a task until done.,0.71838194
383,Discipline,I stay on a task until it's finished.,0,0,0,I stick to a task until done.,0.86875504
384,Discipline,I keep working on a task until it's done.,0,0,0,I stick to a task until done.,0.87159044
385,Discipline,I persist until the task is finished.,0,0,0,I stick to a task until done.,0.79480827
386,Discipline,I make sure to complete the tasks I start.,0,0,0,I stick to a task until done.,0.7127387
387,Discipline,I finish a task once I begin it.,0,0,0,I stick to a task until done.,0.83315194
388,Adaptable Execution,I change my plans when situations are different.,0,0,0,I adjust plans when things change.,0.7671888
389,Adaptable Execution,I make new plans when things turn out differently.,0,0,0,I adjust plans when things change.,0.82861364
390,Adaptable Execution,I adapt my plans when circumstances shift.,0,0,0,I adjust plans when things change.,0.74482906
391,Adaptable Execution,I modify my plans when there are changes.,0,0,0,I adjust plans when things change.,0.82835317
392,Adaptable Execution,I alter my plans when things don't go as expected.,0,0,0,I adjust plans when things change.,0.7757803
393,Adaptable Execution,I adjust my schedule when things are different.,0,0,0,I adjust plans when things change.,0.7301644
394,Adaptable Execution,I revise my plans when changes happen.,0,0,0,I adjust plans when things change.,0.8121189
395,Adaptable Execution,I update my plans when things are not the same.,0,0,0,I adjust plans when things change.,0.76562
396,Adaptable Execution,I change my schedule when situations change.,0,0,0,I adjust plans when things change.,0.6710988
397,Adaptable Execution,I adapt to new situations by changing my plans.,0,0,0,I adjust plans when things change.,0.78949356
398,Adaptable Execution,I alter my schedule when circumstances change.,0,0,0,I adjust plans when things change.,0.63392675
399,Adaptable Execution,I make adjustments to my plans when needed.,0,0,0,I adjust plans when things change.,0.8444842
400,Adaptable Execution,I shift my plans when things are different.,0,0,0,I adjust plans when things change.,0.8260528
401,Adaptable Execution,I make changes to my plans when situations evolve.,0,0,0,I adjust plans when things change.,0.7753413
402,Adaptable Execution,I adapt my schedule when there are changes.,0,0,0,I adjust plans when things change.,0.69613534
403,Adaptable Execution,I revise my schedule when things change.,0,0,0,I adjust plans when things change.,0.7231607
404,Adaptable Execution,I adjust my actions when plans change.,0,0,0,I adjust plans when things change.,0.89232755
405,Adaptable Execution,I modify my schedule when things don't go as planned.,0,0,0,I adjust plans when things change.,0.70714027
406,Adaptable Execution,I adapt my approach when things are different.,0,0,0,I adjust plans when things change.,0.54072374
407,Adaptable Execution,I make alterations to my plans when necessary.,0,0,0,I adjust plans when things change.,0.7790535
408,Adaptable Execution,I change my approach when circumstances shift.,0,0,0,I adjust plans when things change.,0.5677314
409,Adaptable Execution,I update my schedule when changes occur.,0,0,0,I adjust plans when things change.,0.61642456
410,Adaptable Execution,I shift my schedule when things change.,0,0,0,I adjust plans when things change.,0.6910221
411,Adaptable Execution,I make adjustments to my schedule when things change.,0,0,0,I adjust plans when things change.,0.76609385
412,Adaptable Execution,I alter my approach when situations change.,0,0,0,I adjust plans when things change.,0.59371173
413,Adaptable Execution,I adapt my arrangements when things change.,0,0,0,I adjust plans when things change.,0.6781877
414,Adaptable Execution,I change my arrangements when circumstances change.,0,0,0,I adjust plans when things change.,0.6070125
415,Adaptable Execution,I modify my approach when things don't go as expected.,0,0,0,I adjust plans when things change.,0.5151683
416,Resilience,I recover quickly from difficulties.,0,0,0,I bounce back after setbacks.,0.4147882
417,Resilience,I get back on track after problems.,0,0,0,I bounce back after setbacks.,0.58912337
418,Resilience,I regain my strength after challenges.,0,0,0,I bounce back after setbacks.,0.46876013
419,Resilience,I return to normal after setbacks.,0,0,0,I bounce back after setbacks.,0.77043337
420,Resilience,I overcome obstacles and move forward.,0,0,0,I bounce back after setbacks.,0.36814734
421,Resilience,I manage to continue after setbacks.,0,0,0,I bounce back after setbacks.,0.73470354
422,Resilience,I find my way back after failures.,0,0,0,I bounce back after setbacks.,0.5293673
423,Resilience,I rise up after facing problems.,0,0,0,I bounce back after setbacks.,0.36992353
424,Resilience,I get through tough times and carry on.,0,0,0,I bounce back after setbacks.,0.28790277
425,Resilience,I handle setbacks and keep going.,0,0,0,I bounce back after setbacks.,0.69467604
426,Resilience,I come back strong after difficulties.,0,0,0,I bounce back after setbacks.,0.53457123
427,Resilience,I persist after experiencing setbacks.,0,0,0,I bounce back after setbacks.,0.7405014
428,Resilience,I keep moving forward after challenges.,0,0,0,I bounce back after setbacks.,0.41947198
429,Resilience,I adapt and recover from setbacks.,0,0,0,I bounce back after setbacks.,0.7053491
430,Resilience,I regain my balance after falling behind.,0,0,0,I bounce back after setbacks.,0.5322916
431,Resilience,I stay positive after facing difficulties.,0,0,0,I bounce back after setbacks.,0.3756276
432,Resilience,I rebuild my strength after setbacks.,0,0,0,I bounce back after setbacks.,0.65364134
433,Resilience,I adjust and continue after obstacles.,0,0,0,I bounce back after setbacks.,0.43864763
434,Resilience,I maintain my progress after problems.,0,0,0,I bounce back after setbacks.,0.39549983
435,Resilience,I pick myself up after things go wrong.,0,0,0,I bounce back after setbacks.,0.35803884
436,Resilience,I go back to normal after setbacks.,0,0,0,I bounce back after setbacks.,0.7700499
437,Resilience,I stay resilient after facing challenges.,0,0,0,I bounce back after setbacks.,0.41861427
438,Resilience,I restore my focus after setbacks.,0,0,0,I bounce back after setbacks.,0.563689
439,Resilience,I remain determined after difficulties.,0,0,0,I bounce back after setbacks.,0.32175237
440,Resilience,I find my strength again after setbacks.,0,0,0,I bounce back after setbacks.,0.6618034
441,Resilience,I rise above problems and continue on.,0,0,0,I bounce back after setbacks.,0.35336378
442,Resilience,I recover and keep on going after setbacks.,0,0,0,I bounce back after setbacks.,0.7831144
443,Resilience,I get back to where I was after obstacles.,0,0,0,I bounce back after setbacks.,0.4969744
444,Initiative,I take initiative on my own.,0,0,0,I act without being told.,0.37687105
445,Initiative,I make decisions without being asked.,0,0,0,I act without being told.,0.4991132
446,Initiative,I do things without instructions.,0,0,0,I act without being told.,0.46877903
447,Initiative,I choose to act independently.,0,0,0,I act without being told.,0.5476675
448,Initiative,I handle tasks without waiting for orders.,0,0,0,I act without being told.,0.37709582
449,Initiative,I decide what to do by myself.,0,0,0,I act without being told.,0.22978295
450,Initiative,I move forward without needing prompts.,0,0,0,I act without being told.,0.35403174
451,Initiative,I start tasks on my own.,0,0,0,I act without being told.,0.21192697
452,Initiative,I take action without guidance.,0,0,0,I act without being told.,0.5658577
453,Initiative,I work without needing direction.,0,0,0,I act without being told.,0.24453932
454,Initiative,I proceed without anyone telling me.,0,0,0,I act without being told.,0.43419367
455,Initiative,I complete tasks without being directed.,0,0,0,I act without being told.,0.46810716
456,Initiative,I tackle problems on my own.,0,0,0,I act without being told.,0.20943914
457,Initiative,I make a move without being told.,0,0,0,I act without being told.,0.67490077
458,Initiative,I act on my own accord.,0,0,0,I act without being told.,0.6662096
459,Initiative,I manage tasks without being instructed.,0,0,0,I act without being told.,0.4428049
460,Initiative,I begin projects without waiting for approval.,0,0,0,I act without being told.,0.20625573
461,Initiative,I do my tasks without being told.,0,0,0,I act without being told.,0.6223278
462,Initiative,I take steps without needing to be told.,0,0,0,I act without being told.,0.6127432
463,Initiative,I perform actions without waiting for instructions.,0,0,0,I act without being told.,0.5764729
464,Initiative,I go ahead without needing to be asked.,0,0,0,I act without being told.,0.37437886
465,Initiative,I engage in tasks independently.,0,0,0,I act without being told.,0.34106648
466,Initiative,I start working without waiting for someone to tell me.,0,0,0,I act without being told.,0.39680132
467,Initiative,I do things on my own initiative.,0,0,0,I act without being told.,0.34621197
468,Initiative,I take responsibility without being prompted.,0,0,0,I act without being told.,0.54578686
469,Initiative,I decide my actions independently.,0,0,0,I act without being told.,0.51328933
470,Initiative,I initiate actions without being directed.,0,0,0,I act without being told.,0.6557486
471,Initiative,I proceed with tasks without waiting for orders.,0,0,0,I act without being told.,0.33354378
472,Efficiency,I complete my work quickly.,0,0,0,I finish tasks in less time.,0.6746496
473,Efficiency,I do my tasks faster than usual.,0,0,0,I finish tasks in less time.,0.77818835
474,Efficiency,I manage to finish jobs swiftly.,0,0,0,I finish tasks in less time.,0.71383584
475,Efficiency,I handle my assignments in less time.,0,0,0,I finish tasks in less time.,0.7066816
476,Efficiency,I wrap up my duties fast.,0,0,0,I finish tasks in less time.,0.60806173
477,Efficiency,I get my work done promptly.,0,0,0,I finish tasks in less time.,0.6636725
478,Efficiency,I finish my projects rapidly.,0,0,0,I finish tasks in less time.,0.68567926
479,Efficiency,I complete tasks faster than expected.,0,0,0,I finish tasks in less time.,0.75769055
480,Efficiency,I quickly finish what I start.,0,0,0,I finish tasks in less time.,0.5285486
481,Efficiency,I efficiently complete my assignments.,0,0,0,I finish tasks in less time.,0.62345135
482,Efficiency,I do my jobs in a shorter time.,0,0,0,I finish tasks in less time.,0.7543806
483,Efficiency,I complete my tasks with speed.,0,0,0,I finish tasks in less time.,0.7130422
484,Efficiency,I accomplish my work in a brief time.,0,0,0,I finish tasks in less time.,0.6566846
485,Efficiency,I finalize my tasks quickly.,0,0,0,I finish tasks in less time.,0.78168845
486,Efficiency,I finish my assignments in a short period.,0,0,0,I finish tasks in less time.,0.6501443
487,Efficiency,I do my duties in less time.,0,0,0,I finish tasks in less time.,0.7737159
488,Efficiency,I end my work swiftly.,0,0,0,I finish tasks in less time.,0.6154657
489,Efficiency,I complete my jobs promptly.,0,0,0,I finish tasks in less time.,0.63185596
490,Efficiency,I work through tasks at a fast pace.,0,0,0,I finish tasks in less time.,0.78413975
491,Efficiency,I finish my work earlier than planned.,0,0,0,I finish tasks in less time.,0.6237402
492,Efficiency,I handle my jobs efficiently.,0,0,0,I finish tasks in less time.,0.5950508
493,Efficiency,I complete my duties rapidly.,0,0,0,I finish tasks in less time.,0.6272235
494,Efficiency,I achieve my tasks in a short time.,0,0,0,I finish tasks in less time.,0.822907
495,Efficiency,I perform my work quickly.,0,0,0,I finish tasks in less time.,0.69468695
496,Efficiency,I finish tasks with speed.,0,0,0,I finish tasks in less time.,0.7839934
497,Efficiency,I complete tasks in a shorter time.,0,0,0,I finish tasks in less time.,0.9271962
498,Efficiency,I accomplish my assignments swiftly.,0,0,0,I finish tasks in less time.,0.5440438
499,Efficiency,I end my tasks in less time.,0,0,0,I finish tasks in less time.,0.92580134
500,Responsibility,I am responsible for the results of my work.,0,0,0,I own the outcomes of my work.,0.7176026
501,Responsibility,I take charge of the outcomes of my work.,0,0,0,I own the outcomes of my work.,0.7994789
502,Responsibility,I handle the results of my work.,0,0,0,I own the outcomes of my work.,0.7439718
503,Responsibility,I am accountable for what comes from my work.,0,0,0,I own the outcomes of my work.,0.58348143
504,Responsibility,I manage the results of my work.,0,0,0,I own the outcomes of my work.,0.7224011
505,Responsibility,I take responsibility for my work outcomes.,0,0,0,I own the outcomes of my work.,0.7439109
506,Responsibility,I am in charge of the results of my work.,0,0,0,I own the outcomes of my work.,0.6644688
507,Responsibility,I am answerable for the outcomes of my work.,0,0,0,I own the outcomes of my work.,0.64870393
508,Responsibility,I control the results of my work.,0,0,0,I own the outcomes of my work.,0.72536874
509,Responsibility,I deal with the outcomes of my work.,0,0,0,I own the outcomes of my work.,0.8358358
510,Responsibility,I am in control of my work outcomes.,0,0,0,I own the outcomes of my work.,0.6975827
511,Responsibility,I ensure the results of my work are mine.,0,0,0,I own the outcomes of my work.,0.6604727
512,Responsibility,I am responsible for what happens with my work.,0,0,0,I own the outcomes of my work.,0.6985879
513,Responsibility,I oversee the results of my work.,0,0,0,I own the outcomes of my work.,0.6621487
514,Responsibility,I accept the outcomes of my work.,0,0,0,I own the outcomes of my work.,0.81137
515,Responsibility,I look after the results of my work.,0,0,0,I own the outcomes of my work.,0.54172933
516,Responsibility,I direct the outcomes of my work.,0,0,0,I own the outcomes of my work.,0.8530578
517,Responsibility,I am in charge of what my work produces.,0,0,0,I own the outcomes of my work.,0.56124294
518,Responsibility,I manage what results from my work.,0,0,0,I own the outcomes of my work.,0.6798184
519,Responsibility,I am the owner of my work outcomes.,0,0,0,I own the outcomes of my work.,0.87862074
520,Responsibility,I see the results of my work as my responsibility.,0,0,0,I own the outcomes of my work.,0.71610034
521,Responsibility,I am answerable for the results of my work.,0,0,0,I own the outcomes of my work.,0.3665499
522,Responsibility,I own the results that come from my work.,0,0,0,I own the outcomes of my work.,0.7179252
523,Responsibility,I am responsible for the effects of my work.,0,0,0,I own the outcomes of my work.,0.6731501
524,Responsibility,I control the outcomes that come from my work.,0,0,0,I own the outcomes of my work.,0.8152618
525,Responsibility,I am accountable for the results of my work.,0,0,0,I own the outcomes of my work.,0.6133139
526,Responsibility,I take ownership of what results from my work.,0,0,0,I own the outcomes of my work.,0.7509095
527,Responsibility,I am the one who deals with my work outcomes.,0,0,0,I own the outcomes of my work.,0.7971798
528,Ethics,I live in a way that matches my beliefs.,0,0,0,I act according to my values.,0.4124781
529,Ethics,I make decisions based on my principles.,0,0,0,I act according to my values.,0.5811813
530,Ethics,I follow my personal values in my actions.,0,0,0,I act according to my values.,0.8141834
531,Ethics,I behave in a way that reflects my values.,0,0,0,I act according to my values.,0.84139824
532,Ethics,I choose actions that align with what I believe.,0,0,0,I act according to my values.,0.59791803
533,Ethics,I stay true to my values in how I act.,0,0,0,I act according to my values.,0.8543929
534,Ethics,I act in line with my principles.,0,0,0,I act according to my values.,0.6804404
535,Ethics,I make choices that fit my values.,0,0,0,I act according to my values.,0.68625003
536,Ethics,I live according to what I believe is right.,0,0,0,I act according to my values.,0.4338408
537,Ethics,I let my values guide my actions.,0,0,0,I act according to my values.,0.7447861
538,Ethics,I act consistently with my beliefs.,0,0,0,I act according to my values.,0.69099516
539,Ethics,I follow my beliefs in daily life.,0,0,0,I act according to my values.,0.48712313
540,Ethics,I make choices that reflect my principles.,0,0,0,I act according to my values.,0.5310554
541,Ethics,I align my actions with my personal values.,0,0,0,I act according to my values.,0.7598778
542,Ethics,I live by my own set of values.,0,0,0,I act according to my values.,0.64238656
543,Ethics,I let my values influence my decisions.,0,0,0,I act according to my values.,0.6855136
544,Ethics,I act in accordance with what I believe.,0,0,0,I act according to my values.,0.70672494
545,Ethics,I choose to follow my values in life.,0,0,0,I act according to my values.,0.6779944
546,Ethics,I take actions that are based on my values.,0,0,0,I act according to my values.,0.82495916
547,Ethics,I stick to my values when I decide.,0,0,0,I act according to my values.,0.6953276
548,Ethics,I let my beliefs shape my actions.,0,0,0,I act according to my values.,0.5252152
549,Ethics,I stay aligned with my values in my actions.,0,0,0,I act according to my values.,0.6846601
550,Ethics,I follow my values in everything I do.,0,0,0,I act according to my values.,0.7723203
551,Ethics,I let my principles guide my behavior.,0,0,0,I act according to my values.,0.5674226
552,Ethics,I act in a way that aligns with my beliefs.,0,0,0,I act according to my values.,0.7028471
553,Ethics,I make decisions that are true to my values.,0,0,0,I act according to my values.,0.7147058
554,Ethics,I live my life according to my principles.,0,0,0,I act according to my values.,0.5627852
555,Ethics,I follow the values I believe in.,0,0,0,I act according to my values.,0.69558704
556,Reliability,I always meet my deadlines.,0,0,0,I deliver on time consistently.,0.53274214
557,Reliability,I am always punctual with my deliveries.,0,0,0,I deliver on time consistently.,0.66503555
558,Reliability,I consistently finish my tasks on schedule.,0,0,0,I deliver on time consistently.,0.6103277
559,Reliability,I make sure to deliver everything on time.,0,0,0,I deliver on time consistently.,0.7380192
560,Reliability,I stick to my deadlines every time.,0,0,0,I deliver on time consistently.,0.5468644
561,Reliability,I regularly deliver my work punctually.,0,0,0,I deliver on time consistently.,0.7193601
562,Reliability,I ensure timely delivery in all my projects.,0,0,0,I deliver on time consistently.,0.60996675
563,Reliability,I am prompt in delivering my assignments.,0,0,0,I deliver on time consistently.,0.37268224
564,Reliability,I always complete my deliveries on time.,0,0,0,I deliver on time consistently.,0.79284364
565,Reliability,I am always on schedule with my deliveries.,0,0,0,I deliver on time consistently.,0.71468484
566,Reliability,I make sure to be on time with my work.,0,0,0,I deliver on time consistently.,0.4386918
567,Reliability,I consistently deliver my tasks when expected.,0,0,0,I deliver on time consistently.,0.7063966
568,Reliability,I always deliver my projects when required.,0,0,0,I deliver on time consistently.,0.5417752
569,Reliability,I meet my deadlines without delay.,0,0,0,I deliver on time consistently.,0.48427778
570,Reliability,I make timely deliveries in my work.,0,0,0,I deliver on time consistently.,0.72587603
571,Reliability,I always finish my tasks on time.,0,0,0,I deliver on time consistently.,0.5706361
572,Reliability,I deliver my assignments promptly.,0,0,0,I deliver on time consistently.,0.6369759
573,Reliability,I ensure all my deliveries are on time.,0,0,0,I deliver on time consistently.,0.7236099
574,Reliability,I am reliable with my delivery times.,0,0,0,I deliver on time consistently.,0.7589514
575,Reliability,I regularly meet all my deadlines.,0,0,0,I deliver on time consistently.,0.53827906
576,Reliability,I am consistent in delivering on schedule.,0,0,0,I deliver on time consistently.,0.76876456
577,Reliability,I always make sure my deliveries are punctual.,0,0,0,I deliver on time consistently.,0.6661495
578,Reliability,I complete my work on time every time.,0,0,0,I deliver on time consistently.,0.5521205
579,Reliability,I ensure my projects are delivered promptly.,0,0,0,I deliver on time consistently.,0.52961475
580,Reliability,I am dependable with my delivery times.,0,0,0,I deliver on time consistently.,0.6631955
581,Reliability,I always manage to deliver on time.,0,0,0,I deliver on time consistently.,0.87916577
582,Reliability,I keep up with my delivery schedule consistently.,0,0,0,I deliver on time consistently.,0.78325725
583,Reliability,I always fulfill my deadlines efficiently.,0,0,0,I deliver on time consistently.,0.62619126
584,Patience,I remain relaxed while waiting.,0,0,0,I stay calm when waiting.,0.81798834
585,Patience,I keep my cool when I have to wait.,0,0,0,I stay calm when waiting.,0.6954626
586,Patience,I feel composed when I am waiting.,0,0,0,I stay calm when waiting.,0.6180315
587,Patience,I am patient when I wait.,0,0,0,I stay calm when waiting.,0.7492018
588,Patience,I do not get upset while waiting.,0,0,0,I stay calm when waiting.,0.71091306
589,Patience,I am calm when I have to wait.,0,0,0,I stay calm when waiting.,0.9136199
590,Patience,I stay composed during times of waiting.,0,0,0,I stay calm when waiting.,0.6675614
591,Patience,I keep calm as I wait.,0,0,0,I stay calm when waiting.,0.90264255
592,Patience,I maintain my calmness when waiting.,0,0,0,I stay calm when waiting.,0.9331269
593,Patience,I am at ease while waiting.,0,0,0,I stay calm when waiting.,0.6472973
594,Patience,I stay relaxed when I need to wait.,0,0,0,I stay calm when waiting.,0.7997635
595,Patience,I feel relaxed when I wait.,0,0,0,I stay calm when waiting.,0.77657914
596,Patience,I am not bothered by waiting.,0,0,0,I stay calm when waiting.,0.65720415
597,Patience,I keep a calm attitude while waiting.,0,0,0,I stay calm when waiting.,0.9119058
598,Patience,I manage to stay calm when waiting.,0,0,0,I stay calm when waiting.,0.95944655
599,Patience,I wait patiently without stress.,0,0,0,I stay calm when waiting.,0.7827772
600,Patience,I remain patient when I wait.,0,0,0,I stay calm when waiting.,0.7697885
601,Patience,I possess a calm demeanor while waiting.,0,0,0,I stay calm when waiting.,0.8490452
602,Patience,I handle waiting with calmness.,0,0,0,I stay calm when waiting.,0.9136587
603,Patience,I maintain my patience when waiting.,0,0,0,I stay calm when waiting.,0.81969035
604,Patience,I am serene when I wait.,0,0,0,I stay calm when waiting.,0.72346526
605,Patience,I am steady when I have to wait.,0,0,0,I stay calm when waiting.,0.7021293
606,Patience,I handle waiting peacefully.,0,0,0,I stay calm when waiting.,0.740638
607,Patience,I am tranquil while waiting.,0,0,0,I stay calm when waiting.,0.7222556
608,Patience,I keep a peaceful mind when waiting.,0,0,0,I stay calm when waiting.,0.80590814
609,Patience,I stay cool when I am waiting.,0,0,0,I stay calm when waiting.,0.73577046
610,Patience,I manage to stay composed while waiting.,0,0,0,I stay calm when waiting.,0.6680001
611,Organising,I organize my tasks and information well.,0,0,0,I keep tasks and data in order.,0.7837448
612,Organising,I make sure my work and data are organized.,0,0,0,I keep tasks and data in order.,0.7603637
613,Organising,I arrange my responsibilities and data neatly.,0,0,0,I keep tasks and data in order.,0.75590825
614,Organising,I keep my tasks and records organized.,0,0,0,I keep tasks and data in order.,0.8428636
615,Organising,I manage my tasks and information effectively.,0,0,0,I keep tasks and data in order.,0.728658
616,Organising,I keep my activities and data in order.,0,0,0,I keep tasks and data in order.,0.8670489
617,Organising,I maintain my tasks and information well.,0,0,0,I keep tasks and data in order.,0.7539475
618,Organising,I organize my work and data clearly.,0,0,0,I keep tasks and data in order.,0.7617847
619,Organising,I handle my tasks and data in an organized way.,0,0,0,I keep tasks and data in order.,0.8785151
620,Organising,I maintain order in my tasks and information.,0,0,0,I keep tasks and data in order.,0.8475835
621,Organising,I keep my duties and data orderly.,0,0,0,I keep tasks and data in order.,0.7700648
622,Organising,I ensure my tasks and data are well-organized.,0,0,0,I keep tasks and data in order.,0.8656506
