facet,stem_text,drift_flag,readability_flag,length_flag
Ethics,I live according to what I believe is right.,0,0,0
Ethics,I let my values guide my actions.,0,0,0
Ethics,I act consistently with my beliefs.,0,0,0
Ethics,I follow my beliefs in daily life.,0,0,0
Ethics,I make choices that reflect my principles.,0,0,0
Ethics,I align my actions with my personal values.,0,0,0
Ethics,I live by my own set of values.,0,0,0
Ethics,I let my values influence my decisions.,0,0,0
Ethics,I act in accordance with what I believe.,0,0,0
Ethics,I choose to follow my values in life.,0,0,0
Ethics,I take actions that are based on my values.,0,0,0
Ethics,I stick to my values when I decide.,0,0,0
Ethics,I let my beliefs shape my actions.,0,0,0
Ethics,I stay aligned with my values in my actions.,0,0,0
Ethics,I follow my values in everything I do.,0,0,0
Ethics,I let my principles guide my behavior.,0,0,0
Ethics,I act in a way that aligns with my beliefs.,0,0,0
Ethics,I make decisions that are true to my values.,0,0,0
Ethics,I live my life according to my principles.,0,0,0
Ethics,I follow the values I believe in.,0,0,0
Reliability,I always meet my deadlines.,0,0,0
Reliability,I am always punctual with my deliveries.,0,0,0
Reliability,I consistently finish my tasks on schedule.,0,0,0
Reliability,I make sure to deliver everything on time.,0,0,0
Reliability,I stick to my deadlines every time.,0,0,0
Reliability,I regularly deliver my work punctually.,0,0,0
Reliability,I ensure timely delivery in all my projects.,0,0,0
Reliability,I am prompt in delivering my assignments.,0,0,0
Reliability,I always complete my deliveries on time.,0,0,0
Reliability,I am always on schedule with my deliveries.,0,0,0
Reliability,I make sure to be on time with my work.,0,0,0
Reliability,I consistently deliver my tasks when expected.,0,0,0
Reliability,I always deliver my projects when required.,0,0,0
Reliability,I meet my deadlines without delay.,0,0,0
Reliability,I make timely deliveries in my work.,0,0,0
Reliability,I always finish my tasks on time.,0,0,0
Reliability,I deliver my assignments promptly.,0,0,0
Reliability,I ensure all my deliveries are on time.,0,0,0
Reliability,I am reliable with my delivery times.,0,0,0
Reliability,I regularly meet all my deadlines.,0,0,0
Reliability,I am consistent in delivering on schedule.,0,0,0
Reliability,I always make sure my deliveries are punctual.,0,0,0
Reliability,I complete my work on time every time.,0,0,0
Reliability,I ensure my projects are delivered promptly.,0,0,0
Reliability,I am dependable with my delivery times.,0,0,0
Reliability,I always manage to deliver on time.,0,0,0
Reliability,I keep up with my delivery schedule consistently.,0,0,0
Reliability,I always fulfill my deadlines efficiently.,0,0,0
Patience,I remain relaxed while waiting.,0,0,0
Patience,I keep my cool when I have to wait.,0,0,0
Patience,I feel composed when I am waiting.,0,0,0
Patience,I am patient when I wait.,0,0,0
Patience,I do not get upset while waiting.,0,0,0
Patience,I am calm when I have to wait.,0,0,0
Patience,I stay composed during times of waiting.,0,0,0
Patience,I keep calm as I wait.,0,0,0
Patience,I maintain my calmness when waiting.,0,0,0
Patience,I am at ease while waiting.,0,0,0
Patience,I stay relaxed when I need to wait.,0,0,0
Patience,I feel relaxed when I wait.,0,0,0
Patience,I am not bothered by waiting.,0,0,0
Patience,I keep a calm attitude while waiting.,0,0,0
Patience,I manage to stay calm when waiting.,0,0,0
Patience,I wait patiently without stress.,0,0,0
Patience,I remain patient when I wait.,0,0,0
Patience,I possess a calm demeanor while waiting.,0,0,0
Patience,I handle waiting with calmness.,0,0,0
Patience,I maintain my patience when waiting.,0,0,0
Patience,I am serene when I wait.,0,0,0
Patience,I am steady when I have to wait.,0,0,0
Patience,I handle waiting peacefully.,0,0,0
Patience,I am tranquil while waiting.,0,0,0
Patience,I keep a peaceful mind when waiting.,0,0,0
Patience,I stay cool when I am waiting.,0,0,0
Patience,I manage to stay composed while waiting.,0,0,0
Organising,I organize my tasks and information well.,0,0,0
Organising,I make sure my work and data are organized.,0,0,0
Organising,I arrange my responsibilities and data neatly.,0,0,0
Organising,I keep my tasks and records organized.,0,0,0
Organising,I manage my tasks and information effectively.,0,0,0
Organising,I keep my activities and data in order.,0,0,0
Organising,I maintain my tasks and information well.,0,0,0
Organising,I organize my work and data clearly.,0,0,0
Organising,I handle my tasks and data in an organized way.,0,0,0
Organising,I maintain order in my tasks and information.,0,0,0
Organising,I keep my duties and data orderly.,0,0,0
Organising,I ensure my tasks and data are well-organized.,0,0,0
Organising,I arrange my work and data systematically.,0,0,0
Organising,I keep everything in order with my tasks and information.,0,0,0
Organising,I keep my activities and information organized.,0,0,0
Organising,I manage my duties and data efficiently.,0,0,0
Organising,I ensure my tasks and data are in order.,0,0,0
Organising,I organize my responsibilities and information well.,0,0,0
Organising,I keep my work and records organized.,0,0,0
Organising,I arrange my tasks and data clearly.,0,0,0
Organising,I make sure my tasks and information are tidy.,0,0,0
Organising,I manage my activities and data in an orderly way.,0,0,0
Organising,I maintain my work and information neatly.,0,0,0
Organising,I make sure my responsibilities and data are organized.,0,0,0
Organising,I keep my duties and information in order.,0,0,0
Organising,I arrange my activities and records systematically.,0,0,0
Organising,I handle my responsibilities and data well.,0,0,0
Organising,I keep my work and information in good order.,0,0,0
Safety Orientation,I try to prevent accidents from happening.,0,0,0
Safety Orientation,I make sure to stay safe to avoid accidents.,0,0,0
Safety Orientation,I am careful to reduce the risk of accidents.,0,0,0
Safety Orientation,I act to prevent accidents in my daily life.,0,0,0
Safety Orientation,I ensure I am safe to avoid any accidents.,0,0,0
Safety Orientation,I practice safety to prevent accidents.,0,0,0
Safety Orientation,I make an effort to avoid accidents.,0,0,0
Safety Orientation,I take actions to prevent accidents from occurring.,0,0,0
Safety Orientation,I do my best to stay away from accidents.,0,0,0
Safety Orientation,I follow safety measures to avoid accidents.,0,0,0
Safety Orientation,I take precautions to keep accidents away.,0,0,0
Safety Orientation,I use care to prevent accidents in my activities.,0,0,0
Safety Orientation,I aim to avoid accidents in everything I do.,0,0,0
Safety Orientation,I adopt safe practices to prevent accidents.,0,0,0
Safety Orientation,I focus on safety to avoid accidents.,0,0,0
Safety Orientation,I take care to prevent accidents during my tasks.,0,0,0
Safety Orientation,I watch out for risks to avoid accidents.,0,0,0
Safety Orientation,I maintain safety to prevent accidents.,0,0,0
Safety Orientation,I use caution to avoid accidents.,0,0,0
Safety Orientation,I carry out actions that prevent accidents.,0,0,0
Safety Orientation,I keep alert to avoid any accidents.,0,0,0
Safety Orientation,I plan my actions to prevent accidents.,0,0,0
Safety Orientation,I work to ensure I don't have accidents.,0,0,0
Safety Orientation,I follow guidelines to stay free from accidents.,0,0,0
Safety Orientation,I think ahead to avoid accidents.,0,0,0
Safety Orientation,I use safe methods to prevent accidents.,0,0,0
Safety Orientation,I make sure my actions don't lead to accidents.,0,0,0
Safety Orientation,I take deliberate steps to prevent accidents.,0,0,0
Empathy,I understand how other people feel.,0,0,0
Empathy,I sense the emotions of others.,0,0,0
Empathy,I can tell what others are feeling.,0,0,0
Empathy,I recognize the feelings of other people.,0,0,0
Empathy,I am aware of other people's emotions.,0,0,0
Empathy,I notice how others are feeling.,0,0,0
Empathy,I pick up on other people's emotions.,0,0,0
Empathy,I perceive the emotions of others.,0,0,0
Empathy,I am sensitive to how others feel.,0,0,0
Empathy,I connect with the emotions of others.,0,0,0
Empathy,I empathize with other people's feelings.,0,0,0
Empathy,I relate to the emotions of others.,0,0,0
Empathy,I detect the feelings of other people.,0,0,0
Empathy,I am in tune with others' emotions.,0,0,0
Empathy,I grasp how others are feeling.,0,0,0
Empathy,I feel the emotions of those around me.,0,0,0
Empathy,I comprehend the feelings of others.,0,0,0
Empathy,I identify with other people's emotions.,0,0,0
Empathy,I experience the emotions of others.,0,0,0
Empathy,I am in touch with others' feelings.,0,0,0
Empathy,I respond to other people's emotions.,0,0,0
Empathy,I acknowledge how others are feeling.,0,0,0
Empathy,I am receptive to other people's emotions.,0,0,0
Empathy,I interpret the feelings of others.,0,0,0
Empathy,I read the emotions of other people.,0,0,0
Empathy,I am mindful of others' emotions.,0,0,0
Empathy,I pick up on what others feel.,0,0,0
Empathy,I absorb the emotions of those around me.,0,0,0
Social Awareness,I understand social signals well.,0,0,0
Social Awareness,I am good at picking up social cues.,0,0,0
Social Awareness,I notice social hints quickly.,0,0,0
Social Awareness,I easily recognize social signs.,0,0,0
Social Awareness,I can read social gestures accurately.,0,0,0
Social Awareness,I am skilled at understanding social cues.,0,0,0
Social Awareness,I catch on to social signals fast.,0,0,0
Social Awareness,I interpret social cues correctly.,0,0,0
Social Awareness,I grasp social hints effectively.,0,0,0
Social Awareness,I am aware of social signals around me.,0,0,0
Social Awareness,I perceive social cues clearly.,0,0,0
Social Awareness,I identify social signs with ease.,0,0,0
Social Awareness,I am good at noticing social gestures.,0,0,0
Social Awareness,I understand the meaning of social signals.,0,0,0
Social Awareness,I can see social hints clearly.,0,0,0
Social Awareness,I am able to read social signs well.,0,0,0
Social Awareness,I pick up on social cues easily.,0,0,0
Social Awareness,I can spot social signals quickly.,0,0,0
Social Awareness,I am adept at noticing social hints.,0,0,0
Social Awareness,I understand the meaning of social gestures.,0,0,0
Social Awareness,I read social signals with accuracy.,0,0,0
Social Awareness,I am aware of social gestures.,0,0,0
Social Awareness,I detect social cues without difficulty.,0,0,0
Social Awareness,I am good at reading social hints.,0,0,0
Social Awareness,I comprehend social signals effortlessly.,0,0,0
Social Awareness,I can interpret social signs well.,0,0,0
Social Awareness,I am sensitive to social cues.,0,0,0
Social Awareness,I easily notice changes in social signals.,0,0,0
Collaboration,I work together with others to reach common goals.,0,0,0
Collaboration,I join efforts with others to achieve shared objectives.,0,0,0
Collaboration,I participate in teamwork to accomplish mutual aims.,0,0,0
Collaboration,I collaborate with my team to fulfill our goals.,0,0,0
Collaboration,I contribute to group activities to meet shared targets.,0,0,0
Collaboration,I help others in reaching our common goals.,0,0,0
Collaboration,I engage with others to reach collective objectives.,0,0,0
Collaboration,I take part in group work to achieve the same goals.,0,0,0
Collaboration,I combine efforts with others to reach our aims.,0,0,0
Collaboration,I assist my team in achieving joint goals.,0,0,0
Collaboration,I unite with others to accomplish shared aims.,0,0,0
Collaboration,I support others in achieving our mutual objectives.,0,0,0
Collaboration,I partner with others to fulfill common goals.,0,0,0
Collaboration,I share efforts with my team to meet our objectives.,0,0,0
Collaboration,I involve myself in teamwork to reach our goals.,0,0,0
Collaboration,I work with others to achieve common targets.,0,0,0
Collaboration,I team up with my group to accomplish our aims.,0,0,0
Collaboration,I participate in joint efforts to reach shared goals.,0,0,0
Collaboration,I cooperate with my team to achieve mutual objectives.,0,0,0
Collaboration,I collaborate with others to reach common targets.,0,0,0
Collaboration,I work alongside others to fulfill shared goals.,0,0,0
Collaboration,I engage in group activities to achieve our aims.,0,0,0
Collaboration,I contribute to teamwork to meet our objectives.,0,0,0
Collaboration,I combine my efforts with others to accomplish our goals.,0,0,0
Collaboration,I join forces with my team to reach shared objectives.,0,0,0
Collaboration,I support group efforts to achieve common aims.,0,0,0
Collaboration,I work in harmony with others to reach mutual goals.,0,0,0
Collaboration,I assist in teamwork to achieve our common objectives.,0,0,0
Trust Building,I gain the trust of other people.,0,0,0
Trust Building,I build confidence in those around me.,0,0,0
Trust Building,I inspire trust in others.,0,0,0
Trust Building,I make others feel confident in me.,0,0,0
Trust Building,I establish trust with people.,0,0,0
Trust Building,I win the confidence of others.,0,0,0
Trust Building,I develop trust with others.,0,0,0
Trust Building,I earn people's trust.,0,0,0
Trust Building,I create a sense of trust with others.,0,0,0
Trust Building,I foster confidence in others.,0,0,0
Trust Building,I have the trust of the people around me.,0,0,0
Trust Building,I am trusted by others.,0,0,0
Trust Building,I instill confidence in people.,0,0,0
Trust Building,I achieve the trust of others.,0,0,0
Trust Building,I secure the trust of others.,0,0,0
Trust Building,I am someone others trust.,0,0,0
Trust Building,I gain people's confidence.,0,0,0
Trust Building,I inspire confidence in those around me.,0,0,0
Trust Building,I am trusted by people.,0,0,0
Trust Building,I create confidence in others.,0,0,0
Trust Building,I have gained the trust of others.,0,0,0
Trust Building,I earn the trust of those I meet.,0,0,0
Trust Building,I make people feel they can trust me.,0,0,0
Trust Building,I am seen as trustworthy by others.,0,0,0
Trust Building,I cultivate confidence in others.,0,0,0
Trust Building,I have earned confidence from others.,0,0,0
Trust Building,I am someone people can trust.,0,0,0
Trust Building,I build a trustful relationship with others.,0,0,0
Inclusiveness,I appreciate hearing different opinions.,0,0,0
Inclusiveness,I enjoy listening to various points of view.,0,0,0
Inclusiveness,I like considering different perspectives.,0,0,0
Inclusiveness,I accept ideas from different people.,0,0,0
Inclusiveness,I am open to different opinions.,0,0,0
Inclusiveness,I value hearing new viewpoints.,0,0,0
Inclusiveness,I enjoy discussing various ideas.,0,0,0
Inclusiveness,I am interested in different perspectives.,0,0,0
Inclusiveness,I embrace different ways of thinking.,0,0,0
Inclusiveness,I appreciate diverse opinions.,0,0,0
Inclusiveness,I enjoy learning from different viewpoints.,0,0,0
Inclusiveness,I am curious about other perspectives.,0,0,0
Inclusiveness,I respect different opinions.,0,0,0
Inclusiveness,I appreciate diverse points of view.,0,0,0
Inclusiveness,I listen to various perspectives.,0,0,0
Inclusiveness,I value diverse opinions.,0,0,0
Inclusiveness,I am open to hearing new ideas.,0,0,0
Inclusiveness,I appreciate different ways of thinking.,0,0,0
Inclusiveness,I welcome new opinions.,0,0,0
Inclusiveness,I enjoy understanding various viewpoints.,0,0,0
Inclusiveness,I am interested in hearing different ideas.,0,0,0
Inclusiveness,I value listening to others' perspectives.,0,0,0
Inclusiveness,I am open to diverse thoughts.,0,0,0
Inclusiveness,I enjoy considering other people's viewpoints.,0,0,0
Inclusiveness,I appreciate hearing new perspectives.,0,0,0
Inclusiveness,I welcome hearing different ideas.,0,0,0
Inclusiveness,I like exploring different opinions.,0,0,0
Inclusiveness,I enjoy learning about diverse viewpoints.,0,0,0
Mentorship,I support people in learning new skills.,0,0,0
Mentorship,I assist others in building their abilities.,0,0,0
Mentorship,I guide others to improve their skills.,0,0,0
Mentorship,I coach people to enhance their skills.,0,0,0
Mentorship,I encourage others to develop their abilities.,0,0,0
Mentorship,I help others to learn new skills.,0,0,0
Mentorship,I aid people in improving their skills.,0,0,0
Mentorship,I contribute to others' skill development.,0,0,0
Mentorship,I teach others to gain new skills.,0,0,0
Mentorship,I facilitate skill growth in others.,0,0,0
Mentorship,I mentor people in skill development.,0,0,0
Mentorship,I lead others in developing new abilities.,0,0,0
Mentorship,I foster skill advancement in others.,0,0,0
Mentorship,I help individuals improve their skills.,0,0,0
Mentorship,I enable others to acquire new skills.,0,0,0
Mentorship,I play a role in others' skill building.,0,0,0
Mentorship,I assist people in enhancing their skills.,0,0,0
Mentorship,I offer support in skill development.,0,0,0
Mentorship,I inspire others to develop their skills.,0,0,0
Mentorship,I help others master new skills.,0,0,0
Mentorship,I empower others to improve their skills.,0,0,0
Mentorship,I participate in skill-building activities for others.,0,0,0
Mentorship,I encourage skill growth in others.,0,0,0
Mentorship,I help people to develop their abilities.,0,0,0
Mentorship,I guide individuals in learning new skills.,0,0,0
Mentorship,I provide help for others to gain skills.,0,0,0
Mentorship,I help others to enhance their abilities.,0,0,0
Mentorship,I assist in others' skill improvement.,0,0,0
Persuasion,I am able to persuade people to accept my viewpoints.,0,0,0
Persuasion,I have the ability to get others to agree with me.,0,0,0
Persuasion,I can make people see things from my perspective.,0,0,0
Persuasion,I am successful in getting my ideas across to others.,0,0,0
Persuasion,I can effectively argue my point of view.,0,0,0
Persuasion,I have the skill to convince people of my opinions.,0,0,0
Persuasion,I can communicate my ideas in a way that others understand.,0,0,0
Persuasion,I am capable of influencing others with my thoughts.,0,0,0
Persuasion,I can present my ideas in a convincing manner.,0,0,0
Persuasion,I successfully share my thoughts with others.,0,0,0
Persuasion,I can talk to others and get them to see my side.,0,0,0
Persuasion,I am proficient at explaining my ideas to others.,0,0,0
Persuasion,I am good at making my ideas clear to others.,0,0,0
Persuasion,I can express my thoughts in a way that persuades others.,0,0,0
Persuasion,I can get others to consider my ideas seriously.,0,0,0
Persuasion,I am able to influence others with my arguments.,0,0,0
Persuasion,I can communicate my thoughts in a way that convinces people.,0,0,0
Persuasion,I am skilled at presenting my ideas to others effectively.,0,0,0
Persuasion,I can make others understand and accept my ideas.,0,0,0
Persuasion,I can persuade others to agree with my opinions.,0,0,0
Persuasion,I have the confidence to share my ideas with others.,0,0,0
Persuasion,I can express my opinions in a way that others find convincing.,0,0,0
Persuasion,I am effective at getting others to listen to my ideas.,0,0,0
Persuasion,I can influence others to see my point of view.,0,0,0
Persuasion,I am able to make others understand my perspective.,0,0,0
Persuasion,I can articulate my ideas so others agree with them.,0,0,0
Persuasion,I have the ability to present my ideas convincingly.,0,0,0
Persuasion,I can demonstrate my ideas in a way that persuades others.,0,0,0
Storytelling,I use stories to explain my ideas.,0,0,0
Storytelling,I tell stories to communicate my thoughts.,0,0,0
Storytelling,I share my ideas through storytelling.,0,0,0
Storytelling,I convey my thoughts using stories.,0,0,0
Storytelling,I present my ideas by telling stories.,0,0,0
Storytelling,I use narratives to explain my ideas.,0,0,0
Storytelling,I describe ideas with stories.,0,0,0
Storytelling,I express my ideas through storytelling.,0,0,0
Storytelling,I illustrate my thoughts by telling stories.,0,0,0
Storytelling,I use storytelling to share my ideas.,0,0,0
Storytelling,I tell stories to express my ideas.,0,0,0
Storytelling,I use stories to convey my thoughts.,0,0,0
Storytelling,I communicate ideas with stories.,0,0,0
Storytelling,I explain my thoughts through storytelling.,0,0,0
Storytelling,I share my thoughts by telling stories.,0,0,0
Storytelling,I use stories to describe my ideas.,0,0,0
Storytelling,I present my thoughts using stories.,0,0,0
Storytelling,I express thoughts by telling stories.,0,0,0
Storytelling,I communicate my ideas through stories.,0,0,0
Storytelling,I explain concepts using stories.,0,0,0
Storytelling,I tell stories to describe my ideas.,0,0,0
Storytelling,I use storytelling to convey my thoughts.,0,0,0
Storytelling,I express ideas by telling stories.,0,0,0
Storytelling,I share ideas through storytelling.,0,0,0
Storytelling,I use narratives to communicate my thoughts.,0,0,0
Storytelling,I illustrate ideas with stories.,0,0,0
Storytelling,I tell stories to share my thoughts.,0,0,0
Storytelling,I describe thoughts using stories.,0,0,0
Confidence,I show confidence in my actions.,0,0,0
Confidence,I appear sure of myself.,0,0,0
Confidence,I convey a sense of confidence.,0,0,0
Confidence,I express self-confidence in my behavior.,0,0,0
Confidence,I demonstrate assurance in my demeanor.,0,0,0
Confidence,I act with self-assurance.,0,0,0
Confidence,I have a confident presence.,0,0,0
Confidence,I seem self-assured to others.,0,0,0
Confidence,I carry myself confidently.,0,0,0
Confidence,I give off a confident vibe.,0,0,0
Confidence,I exude self-confidence.,0,0,0
Confidence,I present myself with assurance.,0,0,0
Confidence,I maintain a confident attitude.,0,0,0
Confidence,I display confidence in my interactions.,0,0,0
Confidence,I radiate self-assurance.,0,0,0
Confidence,I possess a confident manner.,0,0,0
Confidence,I reflect confidence in my gestures.,0,0,0
Confidence,I behave with self-assurance.,0,0,0
Confidence,I show assurance in my speech.,0,0,0
Confidence,I project a confident image.,0,0,0
Confidence,I reveal confidence in my approach.,0,0,0
Confidence,I come across as self-assured.,0,0,0
Confidence,I exhibit confidence naturally.,0,0,0
Confidence,I have a self-assured style.,0,0,0
Confidence,I communicate confidence in my words.,0,0,0
Confidence,I express assurance in my actions.,0,0,0
Confidence,I demonstrate confidence in my choices.,0,0,0
Confidence,I embody a confident attitude.,0,0,0
Energising,I boost the team's spirits.,0,0,0
Energising,I help the group feel more positive.,0,0,0
Energising,I encourage my team to stay motivated.,0,0,0
Energising,I bring a positive attitude to the group.,0,0,0
Energising,I make sure everyone feels good in the team.,0,0,0
Energising,I inspire my colleagues to stay upbeat.,0,0,0
Energising,I support the team's morale.,0,0,0
Energising,I create a positive atmosphere in the group.,0,0,0
Energising,I help lift the team's mood.,0,0,0
Energising,I encourage a positive vibe in the team.,0,0,0
Energising,I keep the group's energy high.,0,0,0
Energising,I cheer up my teammates.,0,0,0
Energising,I help my group feel encouraged.,0,0,0
Energising,I make the team feel more optimistic.,0,0,0
Energising,I help my team stay cheerful.,0,0,0
Energising,I bring enthusiasm to the group.,0,0,0
Energising,I improve the team's morale.,0,0,0
Energising,I uplift the group's spirit.,0,0,0
Energising,I help my team feel more confident.,0,0,0
Energising,I energize the group with positivity.,0,0,0
Energising,I raise the team's morale.,0,0,0
Energising,I motivate my group to stay positive.,0,0,0
Energising,I enhance the group's spirit.,0,0,0
Energising,I help the team stay motivated.,0,0,0
Energising,I promote a good mood in the team.,0,0,0
Energising,I keep the team's spirits high.,0,0,0
Energising,I bring encouragement to the group.,0,0,0
Energising,I foster a positive spirit in the team.,0,0,0
Negotiation,I make agreements that make everyone happy.,0,0,0
Negotiation,I negotiate deals that are fair for everyone.,0,0,0
Negotiation,I create solutions that please all parties.,0,0,0
Negotiation,I find compromises that satisfy everyone involved.,0,0,0
Negotiation,I settle arrangements that work for all sides.,0,0,0
Negotiation,I develop agreements that everyone agrees with.,0,0,0
Negotiation,I come to decisions that suit everyone.,0,0,0
Negotiation,I ensure deals meet everyone's needs.,0,0,0
Negotiation,I arrange agreements that benefit all involved.,0,0,0
Negotiation,I achieve outcomes that all parties like.,0,0,0
Negotiation,I craft deals that make everyone satisfied.,0,0,0
Negotiation,I organize agreements that everyone supports.,0,0,0
Negotiation,I reach solutions that all sides appreciate.,0,0,0
Negotiation,I establish deals that everyone finds acceptable.,0,0,0
Negotiation,I finalize agreements that leave everyone content.,0,0,0
Negotiation,I conclude negotiations with everyone's satisfaction in mind.,0,0,0
Negotiation,I secure deals that are good for all parties.,0,0,0
Negotiation,I work out arrangements that satisfy every side.,0,0,0
Negotiation,I get results that all parties are happy with.,0,0,0
Negotiation,I manage to make agreements that everyone is pleased with.,0,0,0
Negotiation,I produce outcomes that satisfy everyone involved.,0,0,0
Negotiation,I strike deals that are satisfactory for all sides.,0,0,0
Negotiation,I accomplish agreements that everyone can agree on.,0,0,0
Negotiation,I navigate deals that keep everyone satisfied.,0,0,0
Negotiation,I handle negotiations that result in mutual satisfaction.,0,0,0
Negotiation,I perform negotiations that everyone benefits from.,0,0,0
Negotiation,I succeed in creating deals that all sides approve.,0,0,0
Negotiation,I bring about agreements that everyone accepts.,0,0,0
Vision Casting,I create a vision for the future.,0,0,0
Vision Casting,I draw an inspiring picture of what lies ahead.,0,0,0
Vision Casting,I design a motivating future.,0,0,0
Vision Casting,I illustrate a bright future.,0,0,0
Vision Casting,I imagine a future full of possibilities.,0,0,0
Vision Casting,I envision an exciting future.,0,0,0
Vision Casting,I plan a future that is interesting.,0,0,0
Vision Casting,I sketch a future full of promise.,0,0,0
Vision Casting,I craft a hopeful vision for tomorrow.,0,0,0
Vision Casting,I form a picture of a future worth looking forward to.,0,0,0
Vision Casting,I outline a future that excites people.,0,0,0
Vision Casting,I shape a future that attracts attention.,0,0,0
Vision Casting,I develop a vision for a future full of hope.,0,0,0
Vision Casting,I present a future that inspires others.,0,0,0
Vision Casting,I project an engaging future.,0,0,0
Vision Casting,I portray a future that captivates the mind.,0,0,0
Vision Casting,I conceive a future that is appealing.,0,0,0
Vision Casting,I articulate a future that is full of interest.,0,0,0
Vision Casting,I convey a future that holds promise.,0,0,0
Vision Casting,I depict a future that is exciting.,0,0,0
Vision Casting,I express a vision of a future that fascinates.,0,0,0
Vision Casting,I represent a future that is full of excitement.,0,0,0
Vision Casting,I map out a future that is inspiring.,0,0,0
Vision Casting,I lay out a future that holds potential.,0,0,0
Vision Casting,I chart a future that draws attention.,0,0,0
Vision Casting,I narrate a vision of a future that is compelling.,0,0,0
Vision Casting,I write about a future that draws interest.,0,0,0
Vision Casting,I speak of a future that is captivating.,0,0,0
